artist,title,Artist,n,URI,spotifyID,tempo
Charles+Bradley,Ain+t+It+A+Sin,Charles Bradley,23,https://api.spotify.com/v1/audio-features/1o1ccUQ66Cbb77itc7wicp,1o1ccUQ66Cbb77itc7wicp,113.931
Dessa,5+out+Of+6,Dessa,23,https://api.spotify.com/v1/audio-features/5MkqxjZml274CGWlPgnxFx,5MkqxjZml274CGWlPgnxFx,64.972
Father+John+Misty,Total+Entertainment+Forever,Father John Misty,23,https://api.spotify.com/v1/audio-features/4qG7hWhljsqqENL5PaLA2z,4qG7hWhljsqqENL5PaLA2z,132.427
Flora+Cash,You+re+Somebody+Else,Flora Cash,23,https://api.spotify.com/v1/audio-features/0pdKRp2sUthTPe7RLWpPqQ,0pdKRp2sUthTPe7RLWpPqQ,102.963
Glass+Animals,Pork+Soda,Glass Animals,23,https://api.spotify.com/v1/audio-features/1gk3FhAV07q9Jg77UxnVjX,1gk3FhAV07q9Jg77UxnVjX,183.114
Grizzly+Bear,Mourning+Sound,Grizzly Bear,23,https://api.spotify.com/v1/audio-features/0szSOfZVM3G5mWI1ogQjr7,0szSOfZVM3G5mWI1ogQjr7,128.015
Hurray+For+The+Riff+Raff,Rican+Beach,Hurray For The Riff Raff,23,https://api.spotify.com/v1/audio-features/5uXr5ZxwlC5lz7DMKLqJfC,5uXr5ZxwlC5lz7DMKLqJfC,101.981
Jason+Isbell+And+The+400+Unit,White+Man+s+World,Jason Isbell And The 400 Unit,23,https://api.spotify.com/v1/audio-features/4aFguJzpSvDaSVBGu3e4Jc,4aFguJzpSvDaSVBGu3e4Jc,162.269
Joan+Jett+And+The+Blackhearts,Bad+Reputation,Joan Jett And The Blackhearts,23,https://api.spotify.com/v1/audio-features/7pu8AhGUxHZSCWTkQ2eb5M,7pu8AhGUxHZSCWTkQ2eb5M,203.715
LCD+Soundsystem,American+Dream,LCD Soundsystem,23,https://api.spotify.com/v1/audio-features/3JMAdPq5TUOKBGsTATjLEH,3JMAdPq5TUOKBGsTATjLEH,122.846
Liz+Phair,Never+Said,Liz Phair,23,https://api.spotify.com/v1/audio-features/1iOJzlWm2p8NOFYVHGGgq1,1iOJzlWm2p8NOFYVHGGgq1,112.127
Lorde,Perfect+Places,Lorde,23,https://api.spotify.com/v1/audio-features/7ARveOiD31w2Nq0n5FsSf8,7ARveOiD31w2Nq0n5FsSf8,104.41
Michael+Kiwanuka,Black+Man+In+A+White+World,Michael Kiwanuka,23,https://api.spotify.com/v1/audio-features/3ddle9t9JiBFVqHyrnaGxz,3ddle9t9JiBFVqHyrnaGxz,103.442
Miguel,Pineapple+Skies,Miguel,23,https://api.spotify.com/v1/audio-features/19EnyPZhNPbRoCxAuv5pKD,19EnyPZhNPbRoCxAuv5pKD,100.014
Missy+Elliott,Throw+It+Back,Missy Elliott,23,https://api.spotify.com/v1/audio-features/3qc67Hflqzvw3hShw2phgG,3qc67Hflqzvw3hShw2phgG,158.015
Nathaniel+Rateliff+And+The+Night+Sweats,Look+It+Here,Nathaniel Rateliff And The Night Sweats,23,https://api.spotify.com/v1/audio-features/1uGFKt1GEUeuST97c2jBD4,1uGFKt1GEUeuST97c2jBD4,117.036
Patti+Smith,People+Have+The+Power,Patti Smith,23,https://api.spotify.com/v1/audio-features/4GbnjrrobeVLCl1FQ5C0OY,4GbnjrrobeVLCl1FQ5C0OY,130.255
Phantogram,Someday,Phantogram,23,https://api.spotify.com/v1/audio-features/0ZJLMe0E1GZtc45HVD7uog,0ZJLMe0E1GZtc45HVD7uog,91.979
Solid+Gold,Towns,Solid Gold,23,https://api.spotify.com/v1/audio-features/7DQ5CZjAQdhgDgdnSXxJ7Z,7DQ5CZjAQdhgDgdnSXxJ7Z,104.983
Tame+Impala,Let+It+Happen,Tame Impala,23,https://api.spotify.com/v1/audio-features/2X485T9Z5Ly0xyaghN73ed,2X485T9Z5Ly0xyaghN73ed,125.012
The+Cranberries,All+Over+Now,The Cranberries,23,https://api.spotify.com/v1/audio-features/0gEyKnHvgkrkBM6fbeHdwK,0gEyKnHvgkrkBM6fbeHdwK,94.845
The+Lemon+Twigs,I+Wanna+Prove+To+You,The Lemon Twigs,23,https://api.spotify.com/v1/audio-features/7MFZH5pIxzlL0RH88cJILH,7MFZH5pIxzlL0RH88cJILH,188.884
The+Shelters,Rebel+Heart,The Shelters,23,https://api.spotify.com/v1/audio-features/3Pc4BTWoH6x0PmeGfQzn5a,3Pc4BTWoH6x0PmeGfQzn5a,169.123
The+Suburbs,Hey+Muse+,The Suburbs,23,https://api.spotify.com/v1/audio-features/5iItYl3Q6wCnKVfpK1uNVf,5iItYl3Q6wCnKVfpK1uNVf,117.777
Thom+Yorke,Dawn+Chorus,Thom Yorke,23,https://api.spotify.com/v1/audio-features/2iQPembmg5KvkqXU0sd6xo,2iQPembmg5KvkqXU0sd6xo,138.673
Warpaint,New+Song,Warpaint,23,https://api.spotify.com/v1/audio-features/2LGAOIFCnLju9t3PeDkevc,2LGAOIFCnLju9t3PeDkevc,160.904
Alex+Lahey,Wes+Anderson,Alex Lahey,22,https://api.spotify.com/v1/audio-features/1z2HU92Zgl6lh291ATb5pp,1z2HU92Zgl6lh291ATb5pp,120.279
Alvvays,In+Undertow,Alvvays,22,https://api.spotify.com/v1/audio-features/6Px7VvXLTjMP6J2nTQ6bIh,6Px7VvXLTjMP6J2nTQ6bIh,116.888
Anna+Calvi,Don+t+Beat+The+Girl+Out+Of+My+Boy,Anna Calvi,22,https://api.spotify.com/v1/audio-features/4yfeWTtCyZc6xXI7mYiVbr,4yfeWTtCyZc6xXI7mYiVbr,81.942
August+Greene,Black+Kennedy,August Greene,22,https://api.spotify.com/v1/audio-features/6yqh2nC9bh6AmERjlxaQ69,6yqh2nC9bh6AmERjlxaQ69,91.099
Broken+Social+Scene,Halfway+Home,Broken Social Scene,22,https://api.spotify.com/v1/audio-features/4nUT86Gudk78XZLjcScZ3M,4nUT86Gudk78XZLjcScZ3M,142.546
Buzzcocks,What+Do+I+Get+,Buzzcocks,22,https://api.spotify.com/v1/audio-features/0caQ80s7fyh8xJzD8Sq6Ir,0caQ80s7fyh8xJzD8Sq6Ir,176.279
Caroline+Rose,Soul+No++5,Caroline Rose,22,https://api.spotify.com/v1/audio-features/5ul9f8dlq1SVgzhIl9bMZG,5ul9f8dlq1SVgzhIl9bMZG,159.571
Chastity+Brown,Wake+Up,Chastity Brown,22,https://api.spotify.com/v1/audio-features/7EMGv3hF9J8j8mx5kxNOFt,7EMGv3hF9J8j8mx5kxNOFt,162.002
David+Bowie,Rebel+Rebel,David Bowie,22,https://api.spotify.com/v1/audio-features/6LNwcU77wgVQ5PLSnrRwAN,6LNwcU77wgVQ5PLSnrRwAN,126.341
Depeche+Mode,Where+s+The+Revolution,Depeche Mode,22,https://api.spotify.com/v1/audio-features/4wGSg2Qqpt2sGCWuAZj6EN,4wGSg2Qqpt2sGCWuAZj6EN,112.776
Elle+King,Under+The+Influence,Elle King,22,https://api.spotify.com/v1/audio-features/5IgjP7X4th6nMNDh4akUHb,5IgjP7X4th6nMNDh4akUHb,116.992
Gorillaz,We+Got+The+Power+feat++Jehnny+Beth,Gorillaz,22,https://api.spotify.com/v1/audio-features/7hQ0ojbeqicGhw0wdUVeaN,7hQ0ojbeqicGhw0wdUVeaN,150.059
Greta+Van+Fleet,Highway+Tune,Greta Van Fleet,22,https://api.spotify.com/v1/audio-features/7aOor99o8NNLZYElOXlBG1,7aOor99o8NNLZYElOXlBG1,123.971
Hamilton+Leithauser+And+Rostam,A+1000+Times,Hamilton Leithauser And Rostam,22,https://api.spotify.com/v1/audio-features/7dfQNWgVxikbrdvEmsfPMA,7dfQNWgVxikbrdvEmsfPMA,183.905
Iggy+Pop,The+Passenger,Iggy Pop,22,https://api.spotify.com/v1/audio-features/15BQ7vEDv2LJuh8TxWIhtd,15BQ7vEDv2LJuh8TxWIhtd,134.88
Jack+White,Connected+By+Love,Jack White,22,https://api.spotify.com/v1/audio-features/0A3JTAIflJc9Z7nbOVYlAh,0A3JTAIflJc9Z7nbOVYlAh,182.541
Jason+Isbell,The+Life+You+Chose,Jason Isbell,22,https://api.spotify.com/v1/audio-features/7u7KSW5VKTYOTod6NvYgvT,7u7KSW5VKTYOTod6NvYgvT,104.133
Kaleo,Way+Down+We+Go,Kaleo,22,https://api.spotify.com/v1/audio-features/0y1QJc3SJVPKJ1OvFmFqe6,0y1QJc3SJVPKJ1OvFmFqe6,163.255
Kendrick+Lamar,FEEL+,Kendrick Lamar,22,https://api.spotify.com/v1/audio-features/2LTlO3NuNVN70lp2ZbVswF,2LTlO3NuNVN70lp2ZbVswF,109.968
Kurt+Vile,I+m+An+Outlaw,Kurt Vile,22,https://api.spotify.com/v1/audio-features/09JVN6Dcd6ntCK9yC3bLhy,09JVN6Dcd6ntCK9yC3bLhy,113.696
Kurt+Vile,Pretty+Pimpin,Kurt Vile,22,https://api.spotify.com/v1/audio-features/47cNDW1xyM03mT2kseO41a,47cNDW1xyM03mT2kseO41a,91.108
Leon+Bridges,Smooth+Sailin+,Leon Bridges,22,https://api.spotify.com/v1/audio-features/3jpeI1goQHPIwwCMxrLrwx,3jpeI1goQHPIwwCMxrLrwx,67.055
Lissie,Don+t+You+Give+Up+On+Me,Lissie,22,https://api.spotify.com/v1/audio-features/5A3fPy30SN2wuzrahpcxvV,5A3fPy30SN2wuzrahpcxvV,112.864
Mac+DeMarco,The+Way+You+d+Love+Her,Mac DeMarco,22,https://api.spotify.com/v1/audio-features/22YaLT8M1Mnez2kVirzlkp,22YaLT8M1Mnez2kVirzlkp,92.181
Massive+Attack,Teardrop,Massive Attack,22,https://api.spotify.com/v1/audio-features/67Hna13dNDkZvBpTXRIaOJ,67Hna13dNDkZvBpTXRIaOJ,76.997
Queens+Of+The+Stone+Age,Feet+Don+t+Fail+Me,Queens Of The Stone Age,22,https://api.spotify.com/v1/audio-features/4NVKpvX9pcSeoKiNvjmb5X,4NVKpvX9pcSeoKiNvjmb5X,109.332
Sonny+Knight+And+The+Lakers,Sooner+Or+Later,Sonny Knight And The Lakers,22,https://api.spotify.com/v1/audio-features/3LTinH60rltyAZiMmHF7JH,3LTinH60rltyAZiMmHF7JH,126.284
The+Avalanches,Frontier+Psychiatrist,The Avalanches,22,https://api.spotify.com/v1/audio-features/3mPJHVpCvzykoxmWnYdnFq,3mPJHVpCvzykoxmWnYdnFq,98.938
The+Beta+Band,Dry+The+Rain,The Beta Band,22,https://api.spotify.com/v1/audio-features/7ItpUlCUwTRyiXZ0YclPQ7,7ItpUlCUwTRyiXZ0YclPQ7,150.483
The+National,Day+I+Die,The National,22,https://api.spotify.com/v1/audio-features/2awNGIJHodfLZSClB3PYhz,2awNGIJHodfLZSClB3PYhz,107.895
The+New+Pornographers,Whiteout+Conditions,The New Pornographers,22,https://api.spotify.com/v1/audio-features/74yX0hOd0P3Vp622Vt4uSP,74yX0hOd0P3Vp622Vt4uSP,136.047
The+Shins,Name+For+You,The Shins,22,https://api.spotify.com/v1/audio-features/0NslHuacjxQYfUTOW3HCIV,0NslHuacjxQYfUTOW3HCIV,129.984
The+Suburbs,Love+Is+The+Law,The Suburbs,22,https://api.spotify.com/v1/audio-features/74tc3hLnS8Ym88SVBYYftT,74tc3hLnS8Ym88SVBYYftT,184.177
The+Tragically+Hip,In+A+World+Possessed+By+The+Human+Mind,The Tragically Hip,22,https://api.spotify.com/v1/audio-features/45erEOdEX0ks9c1sNccFz1,45erEOdEX0ks9c1sNccFz1,129.903
The+XX,Say+Something+Loving,The XX,22,https://api.spotify.com/v1/audio-features/5VfEuwErhx6X4eaPbyBfyu,5VfEuwErhx6X4eaPbyBfyu,100.363
Thomas+Abban,Symmetry+And+Black+Tar,Thomas Abban,22,https://api.spotify.com/v1/audio-features/0F0Rt7gCfUzOG8Yfs2gktV,0F0Rt7gCfUzOG8Yfs2gktV,122.315
Ty+Segall,Alta,Ty Segall,22,https://api.spotify.com/v1/audio-features/1bShWI36VQ686EHVo3uxS3,1bShWI36VQ686EHVo3uxS3,98.651
Aaron+Aye,Since+96,Aaron Aye,21,https://api.spotify.com/v1/audio-features/5WKXmEkuUXu0st1zxZqRZ8,5WKXmEkuUXu0st1zxZqRZ8,75.55
Arcade+Fire,Signs+Of+Life,Arcade Fire,21,https://api.spotify.com/v1/audio-features/1g1RmSl6D0I6m6MEtDvxYn,1g1RmSl6D0I6m6MEtDvxYn,113.123
Atmosphere,Finer+Things+feat++Dem+Atlas,Atmosphere,21,https://api.spotify.com/v1/audio-features/7oBW80497A8axagr4aC9U6,7oBW80497A8axagr4aC9U6,177.978
Beastie+Boys,So+What+cha+Want,Beastie Boys,21,https://api.spotify.com/v1/audio-features/0gmGBCJ5XhOmoNR37MmxEE,0gmGBCJ5XhOmoNR37MmxEE,171.37
Bjork,Army+Of+Me,Bjork,21,https://api.spotify.com/v1/audio-features/3vEmpJQC2p8h0U3OiBufQm,3vEmpJQC2p8h0U3OiBufQm,172.192
Charlotte+Gainsbourg,Deadly+Valentine,Charlotte Gainsbourg,21,https://api.spotify.com/v1/audio-features/0pfTlQJBOV4LUmF8qqrVy5,0pfTlQJBOV4LUmF8qqrVy5,104.97
Courtney+Barnett,Dead+Fox,Courtney Barnett,21,https://api.spotify.com/v1/audio-features/2LZLR8t4zDictvQKuxFIlP,2LZLR8t4zDictvQKuxFIlP,128.556
Fiona+Apple,Criminal,Fiona Apple,21,https://api.spotify.com/v1/audio-features/0IVkP59yJ9GFF6B7IrvrxA,0IVkP59yJ9GFF6B7IrvrxA,140.993
Florence+And+The+Machine,Big+God,Florence And The Machine,21,https://api.spotify.com/v1/audio-features/7H7SHw3YWXhb4zYqyoPNa1,7H7SHw3YWXhb4zYqyoPNa1,174.806
Frank+Ocean,White+Ferrari,Frank Ocean,21,https://api.spotify.com/v1/audio-features/2LMkwUfqC6S6s6qDVlEuzV,2LMkwUfqC6S6s6qDVlEuzV,108.741
Greta+Van+Fleet,Safari+Song,Greta Van Fleet,21,https://api.spotify.com/v1/audio-features/1BfR5GMOgW0peHkPxrwf11,1BfR5GMOgW0peHkPxrwf11,175.868
Hippo+Campus,Way+It+Goes,Hippo Campus,21,https://api.spotify.com/v1/audio-features/6CES1554HcWMIVroJfmmBm,6CES1554HcWMIVroJfmmBm,120.014
Iggy+Pop,Lust+For+Life,Iggy Pop,21,https://api.spotify.com/v1/audio-features/21YxK0klhpfLW8budkJaMF,21YxK0klhpfLW8budkJaMF,101.603
Jim+James,Just+A+Fool,Jim James,21,https://api.spotify.com/v1/audio-features/1XsviojPnWv0HIlZHl4qqk,1XsviojPnWv0HIlZHl4qqk,118.143
Kendrick+Lamar,These+Walls,Kendrick Lamar,21,https://api.spotify.com/v1/audio-features/7uWVT3UkCAZyANvv0bdyQn,7uWVT3UkCAZyANvv0bdyQn,108.005
Michael+Kiwanuka,Cold+Little+Heart,Michael Kiwanuka,21,https://api.spotify.com/v1/audio-features/7KX65PC1UZuImsUInThbav,7KX65PC1UZuImsUInThbav,110.264
Patti+Smith,Gloria,Patti Smith,21,https://api.spotify.com/v1/audio-features/0lIoY4ZQsdn5QzhraM9o9u,0lIoY4ZQsdn5QzhraM9o9u,123.539
Sonic+Youth,Kool+Thing,Sonic Youth,21,https://api.spotify.com/v1/audio-features/1ZozGivTAYsOwhy6LVHsPX,1ZozGivTAYsOwhy6LVHsPX,155.197
Talking+Heads,Psycho+Killer,Talking Heads,21,https://api.spotify.com/v1/audio-features/1i6N76fftMZhijOzFQ5ZtL,1i6N76fftMZhijOzFQ5ZtL,123.118
The+Interrupters,She+s+Kerosene,The Interrupters,21,https://api.spotify.com/v1/audio-features/60FJeNTK5edr72G2xtCWuP,60FJeNTK5edr72G2xtCWuP,168.879
The+XX,Dangerous,The XX,21,https://api.spotify.com/v1/audio-features/5VfEuwErhx6X4eaPbyBfyu,5VfEuwErhx6X4eaPbyBfyu,100.363
case+lang+veirs,Best+Kept+Secret,case/lang/veirs,21,https://api.spotify.com/v1/audio-features/1t7WwAVnHVfF2jgkTbCiSV,1t7WwAVnHVfF2jgkTbCiSV,132.01
Alt+J,Left+Hand+Free,Alt-J,20,https://api.spotify.com/v1/audio-features/4iEOVEULZRvmzYSZY2ViKN,4iEOVEULZRvmzYSZY2ViKN,101.99
Alvvays,Dreams+Tonite,Alvvays,20,https://api.spotify.com/v1/audio-features/6TcxxINfeaBEQ35sHMldTD,6TcxxINfeaBEQ35sHMldTD,99.934
Beastie+Boys,Shake+Your+Rump,Beastie Boys,20,https://api.spotify.com/v1/audio-features/2qq0RYYIuQxXcOxQKN0drC,2qq0RYYIuQxXcOxQKN0drC,103.066
Beck,Dear+Life,Beck,20,https://api.spotify.com/v1/audio-features/6ecAkpOqGXQOkISSy5WWfi,6ecAkpOqGXQOkISSy5WWfi,165.997
Childish+Gambino,Me+And+Your+Mama,Childish Gambino,20,https://api.spotify.com/v1/audio-features/5tiZBnx5IvETA0Pj3gELjn,5tiZBnx5IvETA0Pj3gELjn,100.041
