artist,title,Artist,n,URI,spotifyID,tempo
Caribou,Home,Caribou,101,https://api.spotify.com/v1/audio-features/6oEFRBgGkATGn8ZpQ0TTdl,6oEFRBgGkATGn8ZpQ0TTdl,97.012
Charles+Bradley,Can+t+Fight+The+Feeling,Charles Bradley,101,https://api.spotify.com/v1/audio-features/419J8whWlrbG1sA0ezN0IV,419J8whWlrbG1sA0ezN0IV,123.151
The+Cactus+Blossoms,See+It+Through,The Cactus Blossoms,101,https://api.spotify.com/v1/audio-features/4MaNTAN78ylZnCMCKBFiU9,4MaNTAN78ylZnCMCKBFiU9,134.836
Beck,Uneventful+Days,Beck,100,https://api.spotify.com/v1/audio-features/1vlkeO1XsX11gdo1tYgslg,1vlkeO1XsX11gdo1tYgslg,119.999
The+Mountain+Goats,Cadaver+Sniffing+Dog,The Mountain Goats,100,https://api.spotify.com/v1/audio-features/5cxnSTLzGD1t9xcdmJYFVB,5cxnSTLzGD1t9xcdmJYFVB,84.94
Durand+Jones+And+The+Indications,Long+Way+Home,Durand Jones And The Indications,99,https://api.spotify.com/v1/audio-features/1m6FCJ4TWoqCz2ubKdep0Z,1m6FCJ4TWoqCz2ubKdep0Z,175.382
James+Blake,Can+t+Believe+The+Way+We+Flow,James Blake,99,https://api.spotify.com/v1/audio-features/6voR6zsWIn7vgZYGOFKYSZ,6voR6zsWIn7vgZYGOFKYSZ,143.948
Jeff+Tweedy,Family+Ghost,Jeff Tweedy,99,https://api.spotify.com/v1/audio-features/5d6LGpONa86eYhtiqPSktf,5d6LGpONa86eYhtiqPSktf,74.363
Temples,Hot+Motion,Temples,99,https://api.spotify.com/v1/audio-features/1IoWW6QHdIbQSJyH8Gsf9M,1IoWW6QHdIbQSJyH8Gsf9M,140.01
Ian+Noe,Irene++Ravin++Bomb+,Ian Noe,98,https://api.spotify.com/v1/audio-features/09kr1ZVtvs1kX3yaHeRgA9,09kr1ZVtvs1kX3yaHeRgA9,109.178
Sunflower+Bean,Come+For+Me,Sunflower Bean,98,https://api.spotify.com/v1/audio-features/6WGnIpVtdJuw5GP9KRwdmL,6WGnIpVtdJuw5GP9KRwdmL,123.01
Barns+Courtney,You+And+I,Barns Courtney,97,https://api.spotify.com/v1/audio-features/7krfJLNZ3Q1ITV3PKVbyoM,7krfJLNZ3Q1ITV3PKVbyoM,99.981
Coldplay,Orphans,Coldplay,97,https://api.spotify.com/v1/audio-features/03T4ttRCiLXST6MZjeMwmR,03T4ttRCiLXST6MZjeMwmR,107.973
Lady+Midnight,Say+It,Lady Midnight,97,https://api.spotify.com/v1/audio-features/30Xh83fw03PZ2Wfm36H4EZ,30Xh83fw03PZ2Wfm36H4EZ,93.016
Night+Moves,Strands+Align,Night Moves,97,https://api.spotify.com/v1/audio-features/7Cch7VKIg8mG5TCn9jfhtt,7Cch7VKIg8mG5TCn9jfhtt,114.973
Atmosphere,Jerome,Atmosphere,96,https://api.spotify.com/v1/audio-features/3C65D3dNteVusdiWlMNrX3,3C65D3dNteVusdiWlMNrX3,79.442
Lizzo,Tempo+feat++Missy+Elliott,Lizzo,96,https://api.spotify.com/v1/audio-features/6nBQFAIVFmAx2oZ8p6lUg6,6nBQFAIVFmAx2oZ8p6lUg6,107.019
Hippo+Campus,Doubt,Hippo Campus,95,https://api.spotify.com/v1/audio-features/5lO1htX1UPjwyItDLurhR5,5lO1htX1UPjwyItDLurhR5,111.512
Janelle+Monae,Make+Me+Feel,Janelle Monae,95,https://api.spotify.com/v1/audio-features/5gW5dSy3vXJxgzma4rQuzH,5gW5dSy3vXJxgzma4rQuzH,115.035
Tuxedo,Dreaming+In+The+Daytime+feat++MF+Doom,Tuxedo,94,https://api.spotify.com/v1/audio-features/4i9EptbbPDT78SuqC7Eku7,4i9EptbbPDT78SuqC7Eku7,105.024
Julia+Jacklin,Head+Alone,Julia Jacklin,93,https://api.spotify.com/v1/audio-features/1x4mGEv83YVSEJezoIGDKT,1x4mGEv83YVSEJezoIGDKT,114.993
Kacey+Musgraves,Rainbow,Kacey Musgraves,93,https://api.spotify.com/v1/audio-features/79qxwHypONUt3AFq0WPpT9,79qxwHypONUt3AFq0WPpT9,130.367
Muse,Pressure,Muse,93,https://api.spotify.com/v1/audio-features/3eSyMBd7ERw68NVB3jlRmW,3eSyMBd7ERw68NVB3jlRmW,136.041
Yam+Haus,The+Thrill,Yam Haus,93,https://api.spotify.com/v1/audio-features/7JhpzUISgmvzui4aMwhZLE,7JhpzUISgmvzui4aMwhZLE,102.949
Hozier,Nina+Cried+Power+feat++Mavis+Staples,Hozier,92,https://api.spotify.com/v1/audio-features/2iQYqdalv245vrCEM4W9N9,2iQYqdalv245vrCEM4W9N9,176.002
Karen+O+And+Danger+Mouse,Turn+The+Light,Karen O And Danger Mouse,92,https://api.spotify.com/v1/audio-features/6vw4YLRXNvtFxA2yxVrR6H,6vw4YLRXNvtFxA2yxVrR6H,101.999
Lake+Street+Dive,Shame++Shame++Shame,Lake Street Dive,92,https://api.spotify.com/v1/audio-features/6vSNvssxO543E3fD9hwzvu,6vSNvssxO543E3fD9hwzvu,115.384
Sam+Fender,Will+We+Talk,Sam Fender,91,https://api.spotify.com/v1/audio-features/5g0HSob4PEq7M8blV6y70i,5g0HSob4PEq7M8blV6y70i,204.111
Jade+Bird,Uh+Huh,Jade Bird,90,https://api.spotify.com/v1/audio-features/5sRyU2xqnQvCzL6L0OMD37,5sRyU2xqnQvCzL6L0OMD37,119.858
Sasami,Not+The+Time,Sasami,90,https://api.spotify.com/v1/audio-features/2kz4JUPAQLcaViOVgYxzfF,2kz4JUPAQLcaViOVgYxzfF,137.968
Humbird,48+Hours,Humbird,89,https://api.spotify.com/v1/audio-features/6HexNTb392JS071DoTGo0y,6HexNTb392JS071DoTGo0y,81.405
Rayland+Baxter,Hey+Larocco,Rayland Baxter,89,https://api.spotify.com/v1/audio-features/3DRPxCIz0tla9diXFSfh7c,3DRPxCIz0tla9diXFSfh7c,140.065
Wilco,Everyone+Hides,Wilco,89,https://api.spotify.com/v1/audio-features/3c8ZlwxjuPM2Osz8iBiULU,3c8ZlwxjuPM2Osz8iBiULU,145.75
The+Beths,You+Wouldn+t+Like+Me,The Beths,88,https://api.spotify.com/v1/audio-features/1RFnubPsaLV3P4uplh10oh,1RFnubPsaLV3P4uplh10oh,147.649
deM+AtlaS,Gratitude,deM AtlaS,88,https://api.spotify.com/v1/audio-features/0IthIgkcnDg9SQ4KV3EOcE,0IthIgkcnDg9SQ4KV3EOcE,68.882
Brother+Ali,Father+Figures,Brother Ali,87,https://api.spotify.com/v1/audio-features/7usO4ZjWBSBCkK3QovVfNs,7usO4ZjWBSBCkK3QovVfNs,172.285
Half+Alive,Still+Feel+,Half Alive,87,https://api.spotify.com/v1/audio-features/6tJkq3zUXlEjWluMW9Hdij,6tJkq3zUXlEjWluMW9Hdij,113.196
Kurt+Vile,Yeah+Bones,Kurt Vile,87,https://api.spotify.com/v1/audio-features/47cNDW1xyM03mT2kseO41a,47cNDW1xyM03mT2kseO41a,91.108
Elle+King,Baby+Outlaw,Elle King,86,https://api.spotify.com/v1/audio-features/2NcstvY8H9PVQ0DMNGHckh,2NcstvY8H9PVQ0DMNGHckh,128.01
Gang+Of+Youths,The+Heart+Is+A+Muscle,Gang Of Youths,86,https://api.spotify.com/v1/audio-features/2jtoc6Pwym5dWlbaGx8fzR,2jtoc6Pwym5dWlbaGx8fzR,106.543
Rufus+Wainwright,Trouble+In+Paradise,Rufus Wainwright,86,https://api.spotify.com/v1/audio-features/2u6fRGcaBhpI4uNBHpGv0b,2u6fRGcaBhpI4uNBHpGv0b,73.138
Your+Smith,Wild+Wild+Woman,Your Smith,86,https://api.spotify.com/v1/audio-features/2JZ9gnd0fQXNSyYsnIhRFN,2JZ9gnd0fQXNSyYsnIhRFN,153.037
Broken+Social+Scene,Can+t+Find+My+Heart,Broken Social Scene,84,https://api.spotify.com/v1/audio-features/5CraNxWwVTKCU23ZJfNdLb,5CraNxWwVTKCU23ZJfNdLb,155.982
Lord+Huron,Wait+By+The+River,Lord Huron,84,https://api.spotify.com/v1/audio-features/2g9LXMNIBCqmngHpH9nXv0,2g9LXMNIBCqmngHpH9nXv0,163.942
Wilco,Bright+Leaves,Wilco,84,https://api.spotify.com/v1/audio-features/7hz4FnANJOY7tR8eutPxIP,7hz4FnANJOY7tR8eutPxIP,122.925
girl+In+red,bad+idea+,girl In red,84,https://api.spotify.com/v1/audio-features/1HRTFytvp1Bs50ckTlL5qs,1HRTFytvp1Bs50ckTlL5qs,162.026
Metronomy,Salted+Caramel+Ice+Cream,Metronomy,83,https://api.spotify.com/v1/audio-features/13QZb2ua0JY2VJU9wG4PmQ,13QZb2ua0JY2VJU9wG4PmQ,125.027
Parquet+Courts,Almost+Had+To+Start+A+Fight+In+And+Out+Of+Patience,Parquet Courts,83,https://api.spotify.com/v1/audio-features/7xhZCVsVhDSjhFm41mOX10,7xhZCVsVhDSjhFm41mOX10,92.648
BoyGenius,Me+And+My+Dog,BoyGenius,82,https://api.spotify.com/v1/audio-features/38xXr3MkiKNzNDv4JDJagF,38xXr3MkiKNzNDv4JDJagF,117.969
Caroline+Polachek,So+Hot+You+re+Hurting+My+Feelings,Caroline Polachek,82,https://api.spotify.com/v1/audio-features/5B6Kjha6RRIMWGN7zGsAaT,5B6Kjha6RRIMWGN7zGsAaT,111.975
Meg+Kirsch,Hometown,Meg Kirsch,82,https://api.spotify.com/v1/audio-features/26UQyr3L71oAnXQIJf18gr,26UQyr3L71oAnXQIJf18gr,75.936
Best+Coast,For+The+First+Time,Best Coast,81,https://api.spotify.com/v1/audio-features/2R4AlwtrrkMaRKojcTIzmL,2R4AlwtrrkMaRKojcTIzmL,75.515
Bad+Bad+Hats,Write+It+On+Your+Heart,Bad Bad Hats,80,https://api.spotify.com/v1/audio-features/11RTkyUXGgxIDN3EYDHABu,11RTkyUXGgxIDN3EYDHABu,NA
Death+Cab+For+Cutie,60+And+Punk,Death Cab For Cutie,80,https://api.spotify.com/v1/audio-features/3kZC0ZmFWrEHdUCmUqlvgZ,3kZC0ZmFWrEHdUCmUqlvgZ,NA
Angel+Olsen,What+It+Is,Angel Olsen,79,https://api.spotify.com/v1/audio-features/3EEr6l5PYelwkrvvKX7N0X,3EEr6l5PYelwkrvvKX7N0X,NA
St++Vincent,Slow+Disco++piano+version+,St. Vincent,79,https://api.spotify.com/v1/audio-features/2stcQY2OjzSIdk3I9Y1sCW,2stcQY2OjzSIdk3I9Y1sCW,NA
Childish+Gambino,This+Is+America,Childish Gambino,78,https://api.spotify.com/v1/audio-features/0b9oOr2ZgvyQu88wzixux9,0b9oOr2ZgvyQu88wzixux9,NA
Elle+King,Shame,Elle King,78,https://api.spotify.com/v1/audio-features/6DE1vkPkMn2I77360IBb8t,6DE1vkPkMn2I77360IBb8t,NA
Reina+del+Cid,Bernadette,Reina del Cid,78,https://api.spotify.com/v1/audio-features/4NFhb4AOPBulDFgxyoXaLH,4NFhb4AOPBulDFgxyoXaLH,NA
Solange,Way+To+The+Show,Solange,77,https://api.spotify.com/v1/audio-features/2jVLwzrzKVhcI8UmVonVas,2jVLwzrzKVhcI8UmVonVas,NA
The+Bad+Man,Operation+Exhaustion,The Bad Man,77,https://api.spotify.com/v1/audio-features/2IurP1tbU3cozJx5U849zp,2IurP1tbU3cozJx5U849zp,NA
ahem,Sideways,ahem,77,https://api.spotify.com/v1/audio-features/19DnL1HnJiijuEfaiS0Eus,19DnL1HnJiijuEfaiS0Eus,NA
Half+Moon+Run,Favourite+Boy,Half Moon Run,76,https://api.spotify.com/v1/audio-features/6V4RHDyue875kQbSDWbHY0,6V4RHDyue875kQbSDWbHY0,NA
Heart+Bones,Disappearer,Heart Bones,76,https://api.spotify.com/v1/audio-features/19o7Dp6KjCynL1mtbjo1ia,19o7Dp6KjCynL1mtbjo1ia,NA
Jillian+Rae,Medication,Jillian Rae,76,https://api.spotify.com/v1/audio-features/7tGqBpabYbHsJeKt39GAzR,7tGqBpabYbHsJeKt39GAzR,NA
Neko+Case,Last+Lion+Of+Albion,Neko Case,76,https://api.spotify.com/v1/audio-features/0nQkQSZMIRBaGFfstOaKva,0nQkQSZMIRBaGFfstOaKva,NA
Rainbow+Kitten+Surprise,Hide,Rainbow Kitten Surprise,76,https://api.spotify.com/v1/audio-features/474uVhyGgK5MtY9gMcDgGl,474uVhyGgK5MtY9gMcDgGl,NA
CHVRCHES,Get+Out,CHVRCHES,75,https://api.spotify.com/v1/audio-features/2tljkQHsxAunR4yZKKBUF5,2tljkQHsxAunR4yZKKBUF5,NA
Early+Eyes,Case+For+You+feat++Dizzy+Fae,Early Eyes,75,https://api.spotify.com/v1/audio-features/4DbOFdHstaZ8vBDSza2Ei4,4DbOFdHstaZ8vBDSza2Ei4,NA
Houses,Fast+Talk,Houses,75,https://api.spotify.com/v1/audio-features/7ifEnnG9zjlrznUdyqIvlF,7ifEnnG9zjlrznUdyqIvlF,NA
Muse,Something+Human,Muse,75,https://api.spotify.com/v1/audio-features/1esX5rtwwssnsEQNQk0HGg,1esX5rtwwssnsEQNQk0HGg,NA
Oliver+Tree,Hurt,Oliver Tree,75,https://api.spotify.com/v1/audio-features/6Ph8QwsRfZunN5e1GGBIqa,6Ph8QwsRfZunN5e1GGBIqa,NA
Brandi+Carlile,The+Joke,Brandi Carlile,74,https://api.spotify.com/v1/audio-features/18k8IlS52uxRWObykDUZFG,18k8IlS52uxRWObykDUZFG,NA
Guided+By+Voices,The+Rally+Boys,Guided By Voices,74,https://api.spotify.com/v1/audio-features/57TUYBa41jfW56U2U9652l,57TUYBa41jfW56U2U9652l,NA
Ibibio+Sound+Machine,Wanna+Come+Down,Ibibio Sound Machine,74,https://api.spotify.com/v1/audio-features/4fHXlpVxw3Npg0WAltOTpj,4fHXlpVxw3Npg0WAltOTpj,NA
The+Internet,La+Di+Da,The Internet,74,https://api.spotify.com/v1/audio-features/5IIq5uEYpUZoSjTEjqn7q1,5IIq5uEYpUZoSjTEjqn7q1,NA
astralblak,Keep+It+Movin,astralblak,74,https://api.spotify.com/v1/audio-features/0YWUf0FuvbOvAlrOAVaH8S,0YWUf0FuvbOvAlrOAVaH8S,NA
Broken+Bells,Shelter,Broken Bells,73,https://api.spotify.com/v1/audio-features/6ivRsiNaVBtkQjtkC8QDte,6ivRsiNaVBtkQjtkC8QDte,NA
Michigander,Misery,Michigander,73,https://api.spotify.com/v1/audio-features/6Zz846CtUmQGP5z4F7sccA,6Zz846CtUmQGP5z4F7sccA,NA
Shredders,Ayeyayaya,Shredders,73,https://api.spotify.com/v1/audio-features/5SrOuJjwOSvX8cCelRTTTX,5SrOuJjwOSvX8cCelRTTTX,NA
Craig+Finn,Something+To+Hope+For,Craig Finn,72,https://api.spotify.com/v1/audio-features/6WAJ4MnIAm3AaOQl0UkGHO,6WAJ4MnIAm3AaOQl0UkGHO,NA
Davina+And+The+Vagabonds,I+Cant+Believe+I+Let+You+Go,Davina And The Vagabonds,72,https://api.spotify.com/v1/audio-features/5XKOigHZZ1IeXzY7STz0AN,5XKOigHZZ1IeXzY7STz0AN,NA
Jeremy+Messersmith,Sweep+Me+Off+Of+My+Feet,Jeremy Messersmith,72,https://api.spotify.com/v1/audio-features/2TNjeRFkwnKiR8hE7GfODf,2TNjeRFkwnKiR8hE7GfODf,NA
Kara+Laudon,This+House,Kara Laudon,72,https://api.spotify.com/v1/audio-features/6SRadf7zJ0PdkSqQ4Sqkvm,6SRadf7zJ0PdkSqQ4Sqkvm,NA
BoyGenius,Bite+The+Hand,BoyGenius,71,https://api.spotify.com/v1/audio-features/03h0ioes0mfaZIeAO1fV5o,03h0ioes0mfaZIeAO1fV5o,NA
Brandi+Carlile,The+Mother,Brandi Carlile,71,https://api.spotify.com/v1/audio-features/6jeIbpsYPF0CTId7QrLLer,6jeIbpsYPF0CTId7QrLLer,NA
Sophia+Eris,Who+s+Got+The+Boom,Sophia Eris,71,https://api.spotify.com/v1/audio-features/3twTDlvzs70iA9j8EFe1l0,3twTDlvzs70iA9j8EFe1l0,NA
The+Hives,Good+Samaritan,The Hives,71,https://api.spotify.com/v1/audio-features/1TJmuC4kMe1ewZdybH159I,1TJmuC4kMe1ewZdybH159I,NA
FKA+Twigs,home+with+you,FKA Twigs,70,https://api.spotify.com/v1/audio-features/7BpykYGkewMF00FzSJLSgH,7BpykYGkewMF00FzSJLSgH,NA
Men+I+Trust,Tailwhip,Men I Trust,70,https://api.spotify.com/v1/audio-features/01TyFEZu6mHbffsVfxgrFn,01TyFEZu6mHbffsVfxgrFn,NA
The+Murder+Capital,Don+t+Cling+To+Life,The Murder Capital,70,https://api.spotify.com/v1/audio-features/00Dsa2N9nqJux5YWfu6MdU,00Dsa2N9nqJux5YWfu6MdU,NA
The+Shackletons,Genevieve,The Shackletons,70,https://api.spotify.com/v1/audio-features/2KZXnN63ae6G6Cai2NhPkG,2KZXnN63ae6G6Cai2NhPkG,NA
Alice+Merton,No+Roots,Alice Merton,69,https://api.spotify.com/v1/audio-features/4CdfFYzaAJ0y0beKzmgJSn,4CdfFYzaAJ0y0beKzmgJSn,NA
Mitski,Geyser,Mitski,69,https://api.spotify.com/v1/audio-features/6S5XgvlxcMQtZj1xFQVdc8,6S5XgvlxcMQtZj1xFQVdc8,NA
Dessa,Velodrome,Dessa,68,https://api.spotify.com/v1/audio-features/2uS4Q7JljZQsCCCT2vgaqL,2uS4Q7JljZQsCCCT2vgaqL,NA
HAIM,Now+I+m+In+It,HAIM,68,https://api.spotify.com/v1/audio-features/5ClnW65Z82Mqu4QFwf69YU,5ClnW65Z82Mqu4QFwf69YU,NA
Interpol,If+You+Really+Love+Nothing,Interpol,68,https://api.spotify.com/v1/audio-features/1bJo7jdm70xMeQC5b9zVJ5,1bJo7jdm70xMeQC5b9zVJ5,NA
J+S++Ondara,American+Dream,J.S. Ondara,68,https://api.spotify.com/v1/audio-features/0mNGl4SiuCzDAqbOI4Owim,0mNGl4SiuCzDAqbOI4Owim,NA
Black+Pumas,Black+Moon+Rising,Black Pumas,67,https://api.spotify.com/v1/audio-features/2LTah3NcoIJI9WHJW3VIlC,2LTah3NcoIJI9WHJW3VIlC,NA
Father+John+Misty,Mr++Tillman,Father John Misty,67,https://api.spotify.com/v1/audio-features/6wOk4I34MXPyqEfzoQZBNL,6wOk4I34MXPyqEfzoQZBNL,NA
Leon+Bridges,Bad+Bad+News,Leon Bridges,67,https://api.spotify.com/v1/audio-features/7FxzgizJRGTQ3fxUqfvljg,7FxzgizJRGTQ3fxUqfvljg,NA
Porcupine,Lifetime,Porcupine,67,https://api.spotify.com/v1/audio-features/2iatXu415rxIRAQJ9dXWi5,2iatXu415rxIRAQJ9dXWi5,NA
The+Raconteurs,Somedays++I+Don+t+Feel+Like+Trying+,The Raconteurs,67,https://api.spotify.com/v1/audio-features/5G8EOb1IVj7ivig1qzQfuj,5G8EOb1IVj7ivig1qzQfuj,NA
Christine+And+The+Queens,Comme+si,Christine And The Queens,66,https://api.spotify.com/v1/audio-features/3yilxPp0jUo9w2xyh5ZSqZ,3yilxPp0jUo9w2xyh5ZSqZ,NA
Confidence+Man,Catch+My+Breath,Confidence Man,66,https://api.spotify.com/v1/audio-features/1cwqP7Tyxu5z8XDYoPkNte,1cwqP7Tyxu5z8XDYoPkNte,NA
Marika+Hackman,The+one,Marika Hackman,66,https://api.spotify.com/v1/audio-features/7DPLU15l5xBudz9M5Oq6qj,7DPLU15l5xBudz9M5Oq6qj,NA
Chastity+Brown,Mad+Love,Chastity Brown,65,https://api.spotify.com/v1/audio-features/5qiQbOa6AFEO3P111y9Jry,5qiQbOa6AFEO3P111y9Jry,NA
Christine+And+The+Queens,Girlfriend+feat++Dam+Funk,Christine And The Queens,65,https://api.spotify.com/v1/audio-features/3dWRcazAn4jN75zh3VKyI6,3dWRcazAn4jN75zh3VKyI6,NA
Dennis+Lloyd,Nevermind,Dennis Lloyd,65,https://api.spotify.com/v1/audio-features/1CNCmckkTkCoJ8FsuwwL7t,1CNCmckkTkCoJ8FsuwwL7t,NA
Leon+Bridges,Beyond,Leon Bridges,65,https://api.spotify.com/v1/audio-features/1Omt5bfz1tZUCqd26HxbS0,1Omt5bfz1tZUCqd26HxbS0,NA
Velvet+Negroni,Confetti,Velvet Negroni,65,https://api.spotify.com/v1/audio-features/1aFo2564u97788ERHFnVOU,1aFo2564u97788ERHFnVOU,NA
Black+Pumas,Fire,Black Pumas,64,https://api.spotify.com/v1/audio-features/6d4FWjx72iuRWzn1HwywLK,6d4FWjx72iuRWzn1HwywLK,NA
Squid,Houseplants,Squid,64,https://api.spotify.com/v1/audio-features/5mWlyBpAyIpP1lI1AXjln4,5mWlyBpAyIpP1lI1AXjln4,NA
Alice+Merton,Why+So+Serious,Alice Merton,63,https://api.spotify.com/v1/audio-features/6v48qTk0yzWneiNCS4T8co,6v48qTk0yzWneiNCS4T8co,NA
Arctic+Monkeys,Four+Out+Of+Five,Arctic Monkeys,63,https://api.spotify.com/v1/audio-features/3nhzPKCm2yqGmgEhdAg19u,3nhzPKCm2yqGmgEhdAg19u,NA
Conor+Oberst,LAX,Conor Oberst,63,https://api.spotify.com/v1/audio-features/1o0nAjgZwMDK9TI4TTUSNn,1o0nAjgZwMDK9TI4TTUSNn,NA
Deerhunter,Plains,Deerhunter,63,https://api.spotify.com/v1/audio-features/1k7lK8tjU5BPsXez7WEpg0,1k7lK8tjU5BPsXez7WEpg0,NA
Grimes,Violence,Grimes,63,https://api.spotify.com/v1/audio-features/3cjvqsvvU80g7WJPMVh8iq,3cjvqsvvU80g7WJPMVh8iq,NA
Gully+Boys,Dizzy+Romantics,Gully Boys,63,https://api.spotify.com/v1/audio-features/2u1954Us3OukSivIdgBugi,2u1954Us3OukSivIdgBugi,NA
Last+Import,+Fast+Times+At++Space+Mountain,Last Import,63,https://api.spotify.com/v1/audio-features/2Z7Q9xBlQvzsJ0AAUyKr7J,2Z7Q9xBlQvzsJ0AAUyKr7J,NA
Altin+Gu���n,Leyla,Altin Gu���n,62,https://api.spotify.com/v1/audio-features/69Sr73iQwa0KaSsbDBLBEZ,69Sr73iQwa0KaSsbDBLBEZ,NA
Death+Cab+For+Cutie,I+Dreamt+We+Spoke+Again,Death Cab For Cutie,62,https://api.spotify.com/v1/audio-features/6TRQPx5Z0YZ0pCQX7JbtlS,6TRQPx5Z0YZ0pCQX7JbtlS,NA
Lady+Lark,Party+Tonight,Lady Lark,62,https://api.spotify.com/v1/audio-features/3qy5ZInGkf6cDMfDQYFep9,3qy5ZInGkf6cDMfDQYFep9,NA
Elvis+Costello+And+The+Imposters,Don+t+Look+Now,Elvis Costello And The Imposters,61,https://api.spotify.com/v1/audio-features/6yVaq8ZjAs6Tz7WU7F9CdM,6yVaq8ZjAs6Tz7WU7F9CdM,NA
Kate+Tempest,People+s+Faces,Kate Tempest,61,https://api.spotify.com/v1/audio-features/6dnir7RI2mZmdMuwFw7NfV,6dnir7RI2mZmdMuwFw7NfV,NA
Maggie+Rogers,Fallingwater,Maggie Rogers,61,https://api.spotify.com/v1/audio-features/2CPLGREl5ahzA2WPBMkpxh,2CPLGREl5ahzA2WPBMkpxh,NA
Porcupine,I+Watch+You+Float,Porcupine,61,https://api.spotify.com/v1/audio-features/2B3HlBvruOlrJfduwqLCz0,2B3HlBvruOlrJfduwqLCz0,NA
Courtney+Barnett,Nameless++Faceless,Courtney Barnett,60,https://api.spotify.com/v1/audio-features/0d29ZVNUaxWOtUFzElL3B9,0d29ZVNUaxWOtUFzElL3B9,NA
First+Aid+Kit,Strange+Beauty,First Aid Kit,60,https://api.spotify.com/v1/audio-features/228IDYsx1EAHiuh9xLktmj,228IDYsx1EAHiuh9xLktmj,NA
Gang+Of+Youths,Let+Me+Down+Easy,Gang Of Youths,60,https://api.spotify.com/v1/audio-features/7DPQwyMQADl9Y8oSvSVpfg,7DPQwyMQADl9Y8oSvSVpfg,NA
Leon+Bridges,If+It+Feels+Good++Then+It+Must+Be+,Leon Bridges,60,https://api.spotify.com/v1/audio-features/72Dd7GCaepMi8ktuXxmSZF,72Dd7GCaepMi8ktuXxmSZF,NA
Maggie+Rogers,Love+You+For+A+Long+Time,Maggie Rogers,60,https://api.spotify.com/v1/audio-features/6QTPacyXkZWG9FMwq6L1hJ,6QTPacyXkZWG9FMwq6L1hJ,NA
The+Killers,Land+Of+The+Free,The Killers,60,https://api.spotify.com/v1/audio-features/489qGxxMxFWIFgtNYFzlAz,489qGxxMxFWIFgtNYFzlAz,NA
Gary+Clark+Jr+,I+Walk+Alone,Gary Clark Jr.,59,https://api.spotify.com/v1/audio-features/0AAQaNnW9K8BvfnFHvRqKt,0AAQaNnW9K8BvfnFHvRqKt,157.862
Justin+Townes+Earle,Ain+t+Got+No+Money,Justin Townes Earle,59,https://api.spotify.com/v1/audio-features/1iGzUMnwk5xeDZAnr2pE4Q,1iGzUMnwk5xeDZAnr2pE4Q,108.406
Nilufer+Yanya,In+Your+Head,Nilufer Yanya,59,https://api.spotify.com/v1/audio-features/1SzrxXohWAo4SfGPuBCtiR,1SzrxXohWAo4SfGPuBCtiR,132.996
Beck,Super+Cool+feat++Robyn+And+The+Lonely+Island,Beck,58,https://api.spotify.com/v1/audio-features/5PEleSkK4p4E1sx3x7cOLt,5PEleSkK4p4E1sx3x7cOLt,167.995
CHAI,Fashionista,CHAI,58,https://api.spotify.com/v1/audio-features/6AGVczuNhghS4NBHh29nG3,6AGVczuNhghS4NBHh29nG3,96.949
Dessa+And+The+Minnesota+Orchestra,Velodrome,Dessa And The Minnesota Orchestra,58,https://api.spotify.com/v1/audio-features/2uS4Q7JljZQsCCCT2vgaqL,2uS4Q7JljZQsCCCT2vgaqL,102.058
Leon+Bridges,Bet+Ain+t+Worth+The+Hand,Leon Bridges,58,https://api.spotify.com/v1/audio-features/24ntSW3QVJzR79lHAAOTaY,24ntSW3QVJzR79lHAAOTaY,111.563
Mitski,A+Pearl,Mitski,58,https://api.spotify.com/v1/audio-features/4extWHWwqIHH1U59WODGoh,4extWHWwqIHH1U59WODGoh,95.998
St++Paul+And+The+Broken+Bones,Apollo,St. Paul And The Broken Bones,58,https://api.spotify.com/v1/audio-features/4lhhYqzREcts4uOOqWHjRJ,4lhhYqzREcts4uOOqWHjRJ,107.047
St++Vincent,Fast+Slow+Disco,St. Vincent,58,https://api.spotify.com/v1/audio-features/6Xk5AaN4n4SnW71473GI7A,6Xk5AaN4n4SnW71473GI7A,113.975
Maggie+Rogers,Alaska,Maggie Rogers,57,https://api.spotify.com/v1/audio-features/4HfLQJtVT1KiX1eVedDyTm,4HfLQJtVT1KiX1eVedDyTm,104.001
The+Avett+Brothers,Bang+Bang,The Avett Brothers,57,https://api.spotify.com/v1/audio-features/61YzdCCBPM5Pc7lIiD5i8C,61YzdCCBPM5Pc7lIiD5i8C,179.985
Anderson+Paak,Tints+feat++Kendrick+Lamar,Anderson Paak,56,https://api.spotify.com/v1/audio-features/3YGGVVwycwIkjEkHBXWJSO,3YGGVVwycwIkjEkHBXWJSO,109.01
Neil+Young+And+Crazy+Horse,Shut+It+Down,Neil Young And Crazy Horse,56,https://api.spotify.com/v1/audio-features/1HipTbE3pVedq6OGGjxhWj,1HipTbE3pVedq6OGGjxhWj,114.436
Phosphorescent,New+Birth+In+New+England,Phosphorescent,56,https://api.spotify.com/v1/audio-features/1SmzAbt4g7a1FfAIwovtwq,1SmzAbt4g7a1FfAIwovtwq,103.021
Superorganism,Everybody+Wants+To+Be+Famous,Superorganism,56,https://api.spotify.com/v1/audio-features/4BVFVaa1fDo20Ud1q5Gd2N,4BVFVaa1fDo20Ud1q5Gd2N,86.993
