artist,title,Artist,n,"str_replace_all(artist, ""[[:punct:]]"", "" "")",URI,spotifyID,tempo
Beach%2520House,Space%2520Song,Beach House,333,Beach House,https://api.spotify.com/v1/audio-features/7H0ya83CMmgFcOhw0UB6ow,7H0ya83CMmgFcOhw0UB6ow,147.067
Milky%2520Chance,Stolen%2520Dance,Milky Chance,333,Milky Chance,https://api.spotify.com/v1/audio-features/0ZfByLXCeKchuj7zi1CJ0S,0ZfByLXCeKchuj7zi1CJ0S,NA
Phantogram,Black%2520Out%2520Days,Phantogram,333,Phantogram,https://api.spotify.com/v1/audio-features/2IWtloZYQDcP8Ashwx8QEF,2IWtloZYQDcP8Ashwx8QEF,NA
Polica,TIFF,Polica,333,Polica,https://api.spotify.com/v1/audio-features/6AqlZeTJGRHuRKUAbc9kqP,6AqlZeTJGRHuRKUAbc9kqP,NA
Sleater-Kinney,A%2520New%2520Wave,Sleater-Kinney,333,Sleater Kinney,https://api.spotify.com/v1/audio-features/7kF1iPJTj3VFJX9XokQ80F,7kF1iPJTj3VFJX9XokQ80F,NA
CHVRCHES,The%2520Mother%2520We%2520Share,CHVRCHES,332,CHVRCHES,https://api.spotify.com/v1/audio-features/2FV7Exjr70J652JcGucCtE,2FV7Exjr70J652JcGucCtE,NA
Dr.%2520John,Revolution,Dr. John,332,Dr  John,https://api.spotify.com/v1/audio-features/0I2ELF6uHlL4ABu9aFiou7,0I2ELF6uHlL4ABu9aFiou7,NA
Glass%2520Animals,Black%2520Mambo,Glass Animals,332,Glass Animals,https://api.spotify.com/v1/audio-features/5RZ0Y8ae2DuIBPRNjVGkch,5RZ0Y8ae2DuIBPRNjVGkch,121.994
Mumford%2520And%2520Sons,Winter%2520Winds,Mumford And Sons,332,Mumford And Sons,https://api.spotify.com/v1/audio-features/4B4vB3oB8csotplfoQcAd6,4B4vB3oB8csotplfoQcAd6,NA
Phantogram,Don%2520t%2520Move,Phantogram,332,Phantogram,https://api.spotify.com/v1/audio-features/5LAlZfEzoY9hcLSCmN8PuZ,5LAlZfEzoY9hcLSCmN8PuZ,NA
Temples,Certainty,Temples,332,Temples,https://api.spotify.com/v1/audio-features/50tEFeDpqGBDarBcA8RTPz,50tEFeDpqGBDarBcA8RTPz,92.507
The%2520Black%2520Keys,Gotta%2520Get%2520Away,The Black Keys,332,The Black Keys,https://api.spotify.com/v1/audio-features/0zo4T5c5VV42554ySEc5J6,0zo4T5c5VV42554ySEc5J6,NA
Dessa,Warsaw,Dessa,331,Dessa,https://api.spotify.com/v1/audio-features/09D359J8meGFVXIII0mveC,09D359J8meGFVXIII0mveC,NA
Jeremy%2520Messersmith,Ghost,Jeremy Messersmith,331,Jeremy Messersmith,https://api.spotify.com/v1/audio-features/3bwymFXaLawekXh24ZOL9s,3bwymFXaLawekXh24ZOL9s,NA
The%2520War%2520On%2520Drugs,Holding%2520On,The War On Drugs,331,The War On Drugs,https://api.spotify.com/v1/audio-features/5YToBG3qALkdce8bCiY1UB,5YToBG3qALkdce8bCiY1UB,119.967
Cage%2520The%2520Elephant,Mess%2520Around,Cage The Elephant,330,Cage The Elephant,https://api.spotify.com/v1/audio-features/5n0CTysih20NYdT2S0Wpe8,5n0CTysih20NYdT2S0Wpe8,NA
Father%2520John%2520Misty,Nancy%2520From%2520Now%2520On,Father John Misty,330,Father John Misty,https://api.spotify.com/v1/audio-features/77RNVzAVwqWiZrZuWqMV2i,77RNVzAVwqWiZrZuWqMV2i,NA
Polica,Chain%2520My%2520Name,Polica,330,Polica,https://api.spotify.com/v1/audio-features/4DcLWBwNxJzgqxC1k52w1D,4DcLWBwNxJzgqxC1k52w1D,NA
The%2520Staves,Teeth%2520White,The Staves,330,The Staves,https://api.spotify.com/v1/audio-features/40GLLul7Qap0Q1gVv5OaeW,40GLLul7Qap0Q1gVv5OaeW,NA
Father%2520John%2520Misty,The%2520Ideal%2520Husband,Father John Misty,329,Father John Misty,https://api.spotify.com/v1/audio-features/3O30ywyRk6EKT68sBvVqOP,3O30ywyRk6EKT68sBvVqOP,NA
First%2520Aid%2520Kit,Waitress%2520Song,First Aid Kit,329,First Aid Kit,https://api.spotify.com/v1/audio-features/2D4BSm5Z8Hq5zYbSgJwEOh,2D4BSm5Z8Hq5zYbSgJwEOh,81.05
Fitz%2520And%2520The%2520Tantrums,Out%2520Of%2520My%2520League,Fitz And The Tantrums,329,Fitz And The Tantrums,https://api.spotify.com/v1/audio-features/2AYEOC02WLhUiOoaig2SEH,2AYEOC02WLhUiOoaig2SEH,NA
Gary%2520Clark%2520Jr.,The%2520Healing,Gary Clark Jr.,329,Gary Clark Jr,https://api.spotify.com/v1/audio-features/7ps563YUuN1flAFngUcvJg,7ps563YUuN1flAFngUcvJg,NA
Jason%2520Isbell,24%2520Frames,Jason Isbell,329,Jason Isbell,https://api.spotify.com/v1/audio-features/5qW6ZYct54PhKliCntyxRX,5qW6ZYct54PhKliCntyxRX,NA
St.%2520Paul%2520And%2520The%2520Broken%2520Bones,Call%2520Me,St. Paul And The Broken Bones,329,St  Paul And The Broken Bones,https://api.spotify.com/v1/audio-features/5Z0MrFDEIDB075We9w9276,5Z0MrFDEIDB075We9w9276,110.289
Walk%2520The%2520Moon,Anna%2520Sun,Walk The Moon,329,Walk The Moon,https://api.spotify.com/v1/audio-features/3e0yTP5trHBBVvV32jwXqF,3e0yTP5trHBBVvV32jwXqF,140.034
Chicano%2520Batman,Friendship%2520%2520Is%2520A%2520Small%2520Boat%2520In%2520A%2520Storm%2520,Chicano Batman,328,Chicano Batman,https://api.spotify.com/v1/audio-features/4OSHaqeLldc5zqncKQep8M,4OSHaqeLldc5zqncKQep8M,107.772
Macklemore%2520And%2520Ryan%2520Lewis,Same%2520Love%2520feat%2520%2520Mary%2520Lambert,Macklemore And Ryan Lewis,328,Macklemore And Ryan Lewis,https://api.spotify.com/v1/audio-features/01uqI4H13Gsd8Lyl1EYd8H,01uqI4H13Gsd8Lyl1EYd8H,NA
The%2520Big%2520Pink,Velvet,The Big Pink,328,The Big Pink,https://api.spotify.com/v1/audio-features/42AsgO0005lineLVc1aSOL,42AsgO0005lineLVc1aSOL,NA
The%2520Wombats,Techno%2520Fan,The Wombats,328,The Wombats,https://api.spotify.com/v1/audio-features/2Aw6dlyFVe0noQH9ppjhvX,2Aw6dlyFVe0noQH9ppjhvX,NA
tUnE-yArDs,Gangsta,tUnE-yArDs,328,tUnE yArDs,https://api.spotify.com/v1/audio-features/11CSXNpWprcuhOu4SPinBS,11CSXNpWprcuhOu4SPinBS,NA
Best%2520Coast,Boyfriend,Best Coast,327,Best Coast,https://api.spotify.com/v1/audio-features/3taIcgVjePRzkdz0ZmJbOi,3taIcgVjePRzkdz0ZmJbOi,NA
Delta%2520Spirit,California,Delta Spirit,327,Delta Spirit,https://api.spotify.com/v1/audio-features/7xOuK34nWUV6KBTXBI5gW7,7xOuK34nWUV6KBTXBI5gW7,124.678
Florence%2520And%2520The%2520Machine,Drumming%2520Song,Florence And The Machine,327,Florence And The Machine,https://api.spotify.com/v1/audio-features/7yD1uhq8xqCSdHLSkQ6sYL,7yD1uhq8xqCSdHLSkQ6sYL,NA
Gorillaz,Stylo,Gorillaz,327,Gorillaz,https://api.spotify.com/v1/audio-features/5CHpwiiISYdU7r3RBe2Sol,5CHpwiiISYdU7r3RBe2Sol,NA
Iron%2520And%2520Wine,Lovers%2520%2520Revolution,Iron And Wine,327,Iron And Wine,https://api.spotify.com/v1/audio-features/3q0NwIecnNK8DIE6m77PvI,3q0NwIecnNK8DIE6m77PvI,140.191
Superorganism,Something%2520For%2520Your%2520M%2520I%2520N%2520D%2520,Superorganism,327,Superorganism,https://api.spotify.com/v1/audio-features/4rCKRVJZKVysScn2piDuOT,4rCKRVJZKVysScn2piDuOT,NA
Hozier,Jackie%2520And%2520Wilson,Hozier,326,Hozier,https://api.spotify.com/v1/audio-features/4JpazKcfOhbwqZrsYhzHee,4JpazKcfOhbwqZrsYhzHee,NA
Iron%2520And%2520Wine,Love%2520Vigilantes,Iron And Wine,326,Iron And Wine,https://api.spotify.com/v1/audio-features/5HZzpDN7X3Z5s8iUwe0CQu,5HZzpDN7X3Z5s8iUwe0CQu,NA
Vampire%2520Weekend,Unbelievers,Vampire Weekend,326,Vampire Weekend,https://api.spotify.com/v1/audio-features/51DZ0wUocQ8sQfjnibXVcD,51DZ0wUocQ8sQfjnibXVcD,154.909
Alabama%2520Shakes,Hang%2520Loose,Alabama Shakes,325,Alabama Shakes,https://api.spotify.com/v1/audio-features/6vu33bAEUG3U0d0CGxQJGl,6vu33bAEUG3U0d0CGxQJGl,NA
Charles%2520Bradley,Ain%2520t%2520It%2520A%2520Sin,Charles Bradley,325,Charles Bradley,https://api.spotify.com/v1/audio-features/1o1ccUQ66Cbb77itc7wicp,1o1ccUQ66Cbb77itc7wicp,NA
Florence%2520And%2520The%2520Machine,Ship%2520To%2520Wreck,Florence And The Machine,325,Florence And The Machine,https://api.spotify.com/v1/audio-features/7H7SHw3YWXhb4zYqyoPNa1,7H7SHw3YWXhb4zYqyoPNa1,NA
Girls,Lust%2520For%2520Life,Girls,325,Girls,https://api.spotify.com/v1/audio-features/6hQ924W9N9GKzWlPw8vbMc,6hQ924W9N9GKzWlPw8vbMc,NA
Hozier,Take%2520Me%2520To%2520Church,Hozier,325,Hozier,https://api.spotify.com/v1/audio-features/6d0wEqM0jJTNv1asKflGGi,6d0wEqM0jJTNv1asKflGGi,NA
Jenny%2520And%2520Johnny,Big%2520Wave,Jenny And Johnny,325,Jenny And Johnny,https://api.spotify.com/v1/audio-features/6iX1f3r7oUJnMbGgQ2gx1j,6iX1f3r7oUJnMbGgQ2gx1j,NA
Volcano%2520Choir,Byegone,Volcano Choir,325,Volcano Choir,https://api.spotify.com/v1/audio-features/4JYEPhNyjbD03XuHb8oz57,4JYEPhNyjbD03XuHb8oz57,NA
Courtney%2520Barnett,Pedestrian%2520at%2520Best,Courtney Barnett,324,Courtney Barnett,https://api.spotify.com/v1/audio-features/2mqCHJWSlTPzJ6tAMlKhzr,2mqCHJWSlTPzJ6tAMlKhzr,NA
Sonic%2520Youth,Antenna,Sonic Youth,324,Sonic Youth,https://api.spotify.com/v1/audio-features/7yHKJKvbi5xfHj0QTWUdDT,7yHKJKvbi5xfHj0QTWUdDT,NA
The%2520Black%2520Keys,Howlin%2520%2520For%2520You,The Black Keys,324,The Black Keys,https://api.spotify.com/v1/audio-features/0grFc6klR3hxoHLcgCYsF4,0grFc6klR3hxoHLcgCYsF4,NA
The%2520Shelters,Rebel%2520Heart,The Shelters,324,The Shelters,https://api.spotify.com/v1/audio-features/3Pc4BTWoH6x0PmeGfQzn5a,3Pc4BTWoH6x0PmeGfQzn5a,NA
Broken%2520Bells,Holding%2520On%2520For%2520Life,Broken Bells,323,Broken Bells,https://api.spotify.com/v1/audio-features/757PJjXAgywxrYkdhMkEV9,757PJjXAgywxrYkdhMkEV9,NA
Death%2520Cab%2520For%2520Cutie,Black%2520Sun,Death Cab For Cutie,323,Death Cab For Cutie,https://api.spotify.com/v1/audio-features/59FC22eN2Syt9bbv2d6393,59FC22eN2Syt9bbv2d6393,87.703
Broken%2520Bells,After%2520The%2520Disco,Broken Bells,322,Broken Bells,https://api.spotify.com/v1/audio-features/1MmDfBzGsWKXb0rQfTyvOy,1MmDfBzGsWKXb0rQfTyvOy,NA
Grandaddy,Way%2520We%2520Won%2520t,Grandaddy,322,Grandaddy,https://api.spotify.com/v1/audio-features/4SDqLkd3YzNaY7amuewMBj,4SDqLkd3YzNaY7amuewMBj,NA
Aimee%2520Mann,Charmer,Aimee Mann,321,Aimee Mann,https://api.spotify.com/v1/audio-features/3CTsquv3UBK677BkVnIEkk,3CTsquv3UBK677BkVnIEkk,NA
Janelle%2520Monae,Cold%2520War,Janelle Monae,321,Janelle Monae,https://api.spotify.com/v1/audio-features/5iDrSIUAbuajDctFTGRRiR,5iDrSIUAbuajDctFTGRRiR,NA
Ted%2520Leo%2520And%2520The%2520Pharmacists,Even%2520Heroes%2520Have%2520To%2520Die,Ted Leo And The Pharmacists,321,Ted Leo And The Pharmacists,https://api.spotify.com/v1/audio-features/5fOjFkFA0k5MTOo1LmnVTO,5fOjFkFA0k5MTOo1LmnVTO,NA
Dawes,That%2520Western%2520Skyline,Dawes,320,Dawes,https://api.spotify.com/v1/audio-features/7BK1LA81KfPFy66LAwXoKj,7BK1LA81KfPFy66LAwXoKj,114.211
Gossip,Love%2520Long%2520Distance,Gossip,320,Gossip,https://api.spotify.com/v1/audio-features/7qa2hVECKNhZwZbQbm0LBT,7qa2hVECKNhZwZbQbm0LBT,NA
Alt-J,Hunger%2520Of%2520The%2520Pine,Alt-J,319,Alt J,https://api.spotify.com/v1/audio-features/57gf8TTzlk1BE5R4C7gfz6,57gf8TTzlk1BE5R4C7gfz6,NA
Arcade%2520Fire,The%2520Suburbs,Arcade Fire,319,Arcade Fire,https://api.spotify.com/v1/audio-features/5iItYl3Q6wCnKVfpK1uNVf,5iItYl3Q6wCnKVfpK1uNVf,NA
Conor%2520Oberst,Hundreds%2520Of%2520Ways,Conor Oberst,319,Conor Oberst,https://api.spotify.com/v1/audio-features/3ScpH2KJqBfRlTHhdNeBqn,3ScpH2KJqBfRlTHhdNeBqn,NA
Edward%2520Sharpe%2520And%2520The%2520Magnetic%2520Zeros,Carries%2520On,Edward Sharpe And The Magnetic Zeros,319,Edward Sharpe And The Magnetic Zeros,https://api.spotify.com/v1/audio-features/256u1AsKhmj5EJVREPNBZi,256u1AsKhmj5EJVREPNBZi,NA
Foals,Mountain%2520At%2520My%2520Gates,Foals,319,Foals,https://api.spotify.com/v1/audio-features/3f7OyfSoDbQC0LRDQiytPp,3f7OyfSoDbQC0LRDQiytPp,NA
Frank%2520Turner,Recovery,Frank Turner,319,Frank Turner,https://api.spotify.com/v1/audio-features/7edGUOJ1JzA9pmCYP4uchP,7edGUOJ1JzA9pmCYP4uchP,NA
Jake%2520Bugg,Two%2520Fingers,Jake Bugg,319,Jake Bugg,https://api.spotify.com/v1/audio-features/1Bph2KY0MA2JUiX5uADWjZ,1Bph2KY0MA2JUiX5uADWjZ,NA
Jenny%2520Lewis,She%2520s%2520Not%2520Me,Jenny Lewis,319,Jenny Lewis,https://api.spotify.com/v1/audio-features/4CaM2lWgvmWLIBDOkJCD7p,4CaM2lWgvmWLIBDOkJCD7p,NA
Mumford%2520And%2520Sons,The%2520Wolf,Mumford And Sons,319,Mumford And Sons,https://api.spotify.com/v1/audio-features/4B4vB3oB8csotplfoQcAd6,4B4vB3oB8csotplfoQcAd6,NA
Hippo%2520Campus,Little%2520Grace,Hippo Campus,318,Hippo Campus,https://api.spotify.com/v1/audio-features/2zZRbwPqr0NDwOIYc3jE7T,2zZRbwPqr0NDwOIYc3jE7T,NA
Iron%2520And%2520Wine,Me%2520And%2520Lazarus,Iron And Wine,318,Iron And Wine,https://api.spotify.com/v1/audio-features/7gULBl76taq9gcbsH8Uhul,7gULBl76taq9gcbsH8Uhul,NA
Robert%2520Plant,Rainbow,Robert Plant,318,Robert Plant,https://api.spotify.com/v1/audio-features/1SJ4ycWow4yz6z4oFz8NAG,1SJ4ycWow4yz6z4oFz8NAG,NA
The%2520Chemical%2520Brothers,Go%2520feat%2520%2520Q%2520Tip,The Chemical Brothers,318,The Chemical Brothers,https://api.spotify.com/v1/audio-features/2Xhd1kYKj2aee7JR3nIlRe,2Xhd1kYKj2aee7JR3nIlRe,NA
The%2520Jayhawks,Quiet%2520Corners%2520And%2520Empty%2520Spaces,The Jayhawks,318,The Jayhawks,https://api.spotify.com/v1/audio-features/5cDfI3KOa64zbuUgD6a4hG,5cDfI3KOa64zbuUgD6a4hG,NA
Death%2520Cab%2520For%2520Cutie,The%2520Ghosts%2520Of%2520Beverly%2520Drive,Death Cab For Cutie,317,Death Cab For Cutie,https://api.spotify.com/v1/audio-features/6wNCdMW82LwJgFrnGqLhpJ,6wNCdMW82LwJgFrnGqLhpJ,NA
Father%2520John%2520Misty,I%2520m%2520Writing%2520A%2520Novel,Father John Misty,317,Father John Misty,https://api.spotify.com/v1/audio-features/77RNVzAVwqWiZrZuWqMV2i,77RNVzAVwqWiZrZuWqMV2i,NA
Jack%2520Penate,Pull%2520My%2520Heart%2520Away,Jack Penate,317,Jack Penate,https://api.spotify.com/v1/audio-features/60YjOtzIHmcxLGyqDK2y3x,60YjOtzIHmcxLGyqDK2y3x,NA
Trampled%2520By%2520Turtles,Victory,Trampled By Turtles,317,Trampled By Turtles,https://api.spotify.com/v1/audio-features/6duaBXVPTb1f8D0xnqUwWk,6duaBXVPTb1f8D0xnqUwWk,NA
Coldplay,Every%2520Teardrop%2520Is%2520A%2520Waterfall,Coldplay,316,Coldplay,https://api.spotify.com/v1/audio-features/2U8g9wVcUu9wsg6i7sFSv8,2U8g9wVcUu9wsg6i7sFSv8,NA
Hippo%2520Campus,South,Hippo Campus,316,Hippo Campus,https://api.spotify.com/v1/audio-features/64TjzuxG5PJ7payjphrOC0,64TjzuxG5PJ7payjphrOC0,NA
Phoenix,Trying%2520To%2520Be%2520Cool,Phoenix,316,Phoenix,https://api.spotify.com/v1/audio-features/0UpuOCp6EU4BZabgmBqr1o,0UpuOCp6EU4BZabgmBqr1o,NA
The%2520Flaming%2520Lips,Silver%2520Trembling%2520Hands,The Flaming Lips,316,The Flaming Lips,https://api.spotify.com/v1/audio-features/5VAqZWeUa9RpsXXh7TGDpx,5VAqZWeUa9RpsXXh7TGDpx,NA
Chet%2520Faker,1998,Chet Faker,315,Chet Faker,https://api.spotify.com/v1/audio-features/1Ll09EiN5ffeFl1xNZB2Uk,1Ll09EiN5ffeFl1xNZB2Uk,NA
Kurt%2520Vile,Pretty%2520Pimpin,Kurt Vile,315,Kurt Vile,https://api.spotify.com/v1/audio-features/5FxKZ4IajYIRDjAWAboiB4,5FxKZ4IajYIRDjAWAboiB4,NA
Phoenix,Entertainment,Phoenix,315,Phoenix,https://api.spotify.com/v1/audio-features/1fyVtrPPWQ6vWnchDoJc7o,1fyVtrPPWQ6vWnchDoJc7o,NA
Santigold,Disparate%2520Youth,Santigold,315,Santigold,https://api.spotify.com/v1/audio-features/4dmCLAZbWYT0qtcG7GVMdb,4dmCLAZbWYT0qtcG7GVMdb,NA
Alabama%2520Shakes,Gimme%2520All%2520Your%2520Love,Alabama Shakes,314,Alabama Shakes,https://api.spotify.com/v1/audio-features/0npvf0i2Ywk5bJSVIs3GNm,0npvf0i2Ywk5bJSVIs3GNm,101.741
Arcade%2520Fire,Modern%2520Man,Arcade Fire,314,Arcade Fire,https://api.spotify.com/v1/audio-features/5VWRCDKukSgYRAhXMriSCu,5VWRCDKukSgYRAhXMriSCu,NA
Belle%2520And%2520Sebastian,Allie,Belle And Sebastian,314,Belle And Sebastian,https://api.spotify.com/v1/audio-features/2PV8oZJo3K3bXENO7FRRtp,2PV8oZJo3K3bXENO7FRRtp,NA
MGMT,Congratulations,MGMT,314,MGMT,https://api.spotify.com/v1/audio-features/6kblAEj0T0312fv5QWsXzo,6kblAEj0T0312fv5QWsXzo,NA
Ryan%2520Adams,Gimme%2520Something%2520Good,Ryan Adams,313,Ryan Adams,https://api.spotify.com/v1/audio-features/08aCW0RGOaR53En8g7e3HJ,08aCW0RGOaR53En8g7e3HJ,NA
The%2520Joy%2520Formidable,This%2520Ladder%2520Is%2520Ours,The Joy Formidable,313,The Joy Formidable,https://api.spotify.com/v1/audio-features/7xx7mUGAPcMd6gGqHzoec9,7xx7mUGAPcMd6gGqHzoec9,NA
Florence%2520And%2520The%2520Machine,St%2520%2520Jude,Florence And The Machine,312,Florence And The Machine,https://api.spotify.com/v1/audio-features/7H7SHw3YWXhb4zYqyoPNa1,7H7SHw3YWXhb4zYqyoPNa1,NA
P.O.S.,Where%2520We%2520Land%2520feat%2520%2520Justin%2520Vernon,P.O.S.,312,P O S,https://api.spotify.com/v1/audio-features/7l987hjMH9FBNXBE93Hrs7,7l987hjMH9FBNXBE93Hrs7,NA
Phoenix,Armistice,Phoenix,312,Phoenix,https://api.spotify.com/v1/audio-features/1PKG43MUDvPgXpUODaU6mW,1PKG43MUDvPgXpUODaU6mW,NA
Punch%2520Brothers,I%2520Blew%2520It%2520Off,Punch Brothers,312,Punch Brothers,https://api.spotify.com/v1/audio-features/06emEO5Meg6iHxA0Yre15n,06emEO5Meg6iHxA0Yre15n,NA
Purity%2520Ring,Lofticries,Purity Ring,312,Purity Ring,https://api.spotify.com/v1/audio-features/0Uc1kywLKWHjqRbuY6OJvK,0Uc1kywLKWHjqRbuY6OJvK,NA
Sharon%2520Van%2520Etten,Save%2520Yourself,Sharon Van Etten,312,Sharon Van Etten,https://api.spotify.com/v1/audio-features/7lPYfKnWRykCKTFngnkLxU,7lPYfKnWRykCKTFngnkLxU,NA
The%2520Black%2520Keys,The%2520Only%2520One,The Black Keys,312,The Black Keys,https://api.spotify.com/v1/audio-features/6BDAbTtQxTjeoZQ7NSibA4,6BDAbTtQxTjeoZQ7NSibA4,105.211
Vampire%2520Weekend,Step,Vampire Weekend,312,Vampire Weekend,https://api.spotify.com/v1/audio-features/607EA1HsuzrqqaPuxyNqpD,607EA1HsuzrqqaPuxyNqpD,NA
Grizzly%2520Bear,Mourning%2520Sound,Grizzly Bear,311,Grizzly Bear,https://api.spotify.com/v1/audio-features/0szSOfZVM3G5mWI1ogQjr7,0szSOfZVM3G5mWI1ogQjr7,NA
Neko%2520Case,Man,Neko Case,311,Neko Case,https://api.spotify.com/v1/audio-features/4PxzGOH79jcmmldKgoI9sB,4PxzGOH79jcmmldKgoI9sB,NA
Bully,Feel%2520The%2520Same,Bully,310,Bully,https://api.spotify.com/v1/audio-features/2wquTDZEJ9EirmTbAb9jyv,2wquTDZEJ9EirmTbAb9jyv,NA
Jake%2520Bugg,Lightning%2520Bolt,Jake Bugg,310,Jake Bugg,https://api.spotify.com/v1/audio-features/79DO6dBi8936P6EShLB209,79DO6dBi8936P6EShLB209,NA
Wilco,You%2520Never%2520Know,Wilco,310,Wilco,https://api.spotify.com/v1/audio-features/5JuYLzlxsSewBjO4v9a04U,5JuYLzlxsSewBjO4v9a04U,109.389
Dr.%2520Dog,Shadow%2520People,Dr. Dog,309,Dr  Dog,https://api.spotify.com/v1/audio-features/209g8XrYu3ov4Wt4bRk2Yw,209g8XrYu3ov4Wt4bRk2Yw,176.612
Marian%2520Hill,One%2520Time,Marian Hill,309,Marian Hill,https://api.spotify.com/v1/audio-features/5eCkuGPZNl4mISFNPgr3Dd,5eCkuGPZNl4mISFNPgr3Dd,113.301
Modest%2520Mouse,The%2520Ground%2520Walks%2520%2520with%2520Time%2520In%2520A%2520Box,Modest Mouse,309,Modest Mouse,https://api.spotify.com/v1/audio-features/5o5R70FLhegu7hpsTHAybE,5o5R70FLhegu7hpsTHAybE,128.009
Mondo%2520Cozmo,Shine,Mondo Cozmo,309,Mondo Cozmo,https://api.spotify.com/v1/audio-features/6qgiSeYw2abTYHrk98mn5h,6qgiSeYw2abTYHrk98mn5h,152.956
Sharon%2520Jones%2520And%2520The%2520Dap-Kings,Little%2520Boys%2520With%2520Shiny%2520Toys,Sharon Jones And The Dap-Kings,309,Sharon Jones And The Dap Kings,https://api.spotify.com/v1/audio-features/4wbEBmAhxOchkSdfltzavr,4wbEBmAhxOchkSdfltzavr,129.972
The%2520Avett%2520Brothers,Ain%2520t%2520No%2520Man,The Avett Brothers,309,The Avett Brothers,https://api.spotify.com/v1/audio-features/7huo2wvrCgRucUsjdSDLQV,7huo2wvrCgRucUsjdSDLQV,127.91
Arcade%2520Fire,Half%2520Light%2520II%2520%2520No%2520Celebration%2520,Arcade Fire,308,Arcade Fire,https://api.spotify.com/v1/audio-features/5e5XSjfqBk4mgRnQR1vu8Z,5e5XSjfqBk4mgRnQR1vu8Z,142.515
Catfish%2520And%2520The%2520Bottlemen,Cocoon,Catfish And The Bottlemen,308,Catfish And The Bottlemen,https://api.spotify.com/v1/audio-features/1MHYAqWWdDRePmnqORynrq,1MHYAqWWdDRePmnqORynrq,137.93
HAIM,Don%2520t%2520Save%2520Me,HAIM,308,HAIM,https://api.spotify.com/v1/audio-features/6Je5Vjd8VXVpQYcOiav5KU,6Je5Vjd8VXVpQYcOiav5KU,139.963
Laura%2520Marling,Where%2520Can%2520I%2520Go,Laura Marling,308,Laura Marling,https://api.spotify.com/v1/audio-features/0eBWCKd03aFxbKpoPfKNvS,0eBWCKd03aFxbKpoPfKNvS,95.321
Retribution%2520Gospel%2520Choir,Hide%2520It%2520Away,Retribution Gospel Choir,308,Retribution Gospel Choir,https://api.spotify.com/v1/audio-features/3i8439fwR4T5WscOL4SjDr,3i8439fwR4T5WscOL4SjDr,179.78
Alessia%2520Cara,Here,Alessia Cara,307,Alessia Cara,https://api.spotify.com/v1/audio-features/5zUQZjVB6bfewBXWqsP9PY,5zUQZjVB6bfewBXWqsP9PY,120.462
Hamilton%2520Leithauser,Alexandra,Hamilton Leithauser,307,Hamilton Leithauser,https://api.spotify.com/v1/audio-features/6p7jXaTJdpzGWnOJoK2jYr,6p7jXaTJdpzGWnOJoK2jYr,88.543
Kaleo,Way%2520Down%2520We%2520Go,Kaleo,307,Kaleo,https://api.spotify.com/v1/audio-features/0y1QJc3SJVPKJ1OvFmFqe6,0y1QJc3SJVPKJ1OvFmFqe6,163.255
Tash%2520Sultana,Jungle,Tash Sultana,307,Tash Sultana,https://api.spotify.com/v1/audio-features/3SkKLZFgKIY0DKX5Vro5jV,3SkKLZFgKIY0DKX5Vro5jV,146.059
The%2520Avett%2520Brothers,Kick%2520Drum%2520Heart,The Avett Brothers,307,The Avett Brothers,https://api.spotify.com/v1/audio-features/0KKist1jJYO17nOqtO1sb2,0KKist1jJYO17nOqtO1sb2,141.961
The%2520Walkmen,Heaven,The Walkmen,307,The Walkmen,https://api.spotify.com/v1/audio-features/3US6iSyLP2uS07gjjU2ZkG,3US6iSyLP2uS07gjjU2ZkG,157.998
Warpaint,New%2520Song,Warpaint,307,Warpaint,https://api.spotify.com/v1/audio-features/3j1fOrxmfuym91Cf9v397b,3j1fOrxmfuym91Cf9v397b,128.921
Alt-J,Breezeblocks,Alt-J,306,Alt J,https://api.spotify.com/v1/audio-features/3n69hLUdIsSa1WlRmjMZlW,3n69hLUdIsSa1WlRmjMZlW,150.093
Beach%2520House,Sparks,Beach House,306,Beach House,https://api.spotify.com/v1/audio-features/1aBJNc2thaKyh5THWzIqHX,1aBJNc2thaKyh5THWzIqHX,114.981
Chastity%2520Brown,Colorado,Chastity Brown,306,Chastity Brown,https://api.spotify.com/v1/audio-features/3OHdhLUobIIKskQHLJAaqe,3OHdhLUobIIKskQHLJAaqe,133.566
Field%2520Report,Home%2520%2520Leave%2520The%2520Lights%2520On%2520,Field Report,306,Field Report,https://api.spotify.com/v1/audio-features/6lOWoTqVnAWXchddtTH31W,6lOWoTqVnAWXchddtTH31W,68.976
Glass%2520Animals,Youth,Glass Animals,306,Glass Animals,https://api.spotify.com/v1/audio-features/1LPGwuFgIzbJoShfDdw7MY,1LPGwuFgIzbJoShfDdw7MY,96.017
Of%2520Monsters%2520And%2520Men,Empire,Of Monsters And Men,306,Of Monsters And Men,https://api.spotify.com/v1/audio-features/4M9lfUgDeLHu1fL2ZxZSlu,4M9lfUgDeLHu1fL2ZxZSlu,118.96
Adele,Someone%2520Like%2520You,Adele,305,Adele,https://api.spotify.com/v1/audio-features/1zwMYTA5nlNjZxYrvBB2pV,1zwMYTA5nlNjZxYrvBB2pV,135.187
Delta%2520Spirit,From%2520Now%2520On,Delta Spirit,305,Delta Spirit,https://api.spotify.com/v1/audio-features/0QluGNVWnSnUrc688kQwEN,0QluGNVWnSnUrc688kQwEN,68.066
