artist,title,Artist,n,"str_replace_all(artist, ""[[:punct:]]"", "" "")",URI,spotifyID,tempo
Bodega,How%2520Did%2520This%2520Happen,Bodega,260,Bodega,https://api.spotify.com/v1/audio-features/1HyRR46fguZsZCJV5BtgsL,1HyRR46fguZsZCJV5BtgsL,97.001
Courtney%2520Barnett,Nameless%2520%2520Faceless,Courtney Barnett,260,Courtney Barnett,https://api.spotify.com/v1/audio-features/0d29ZVNUaxWOtUFzElL3B9,0d29ZVNUaxWOtUFzElL3B9,121.948
Dawes,A%2520Little%2520Bit%2520Of%2520Everything,Dawes,260,Dawes,https://api.spotify.com/v1/audio-features/0UVXrz4r0aM93PIMESW1dm,0UVXrz4r0aM93PIMESW1dm,73.099
Janelle%2520Monae,Givin%2520Em%2520What%2520They%2520Love%2520feat%2520%2520Prince,Janelle Monae,260,Janelle Monae,https://api.spotify.com/v1/audio-features/2QSUyofqpGDCo026OPiTBQ,2QSUyofqpGDCo026OPiTBQ,118.955
Kurt%2520Vile,Never%2520Run%2520Away,Kurt Vile,260,Kurt Vile,https://api.spotify.com/v1/audio-features/7q3qS13rdkJIgx3OClBnNK,7q3qS13rdkJIgx3OClBnNK,107.723
Modest%2520Mouse,Autumn%2520Beds,Modest Mouse,260,Modest Mouse,https://api.spotify.com/v1/audio-features/2lwwrWVKdf3LR9lbbhnr6R,2lwwrWVKdf3LR9lbbhnr6R,100.975
St.%2520Paul%2520And%2520The%2520Broken%2520Bones,Half%2520The%2520City,St. Paul And The Broken Bones,260,St  Paul And The Broken Bones,https://api.spotify.com/v1/audio-features/1NwyJs8dFvkV5cvvehav7s,1NwyJs8dFvkV5cvvehav7s,178.522
Gorillaz,Andromeda%2520feat%2520%2520D%2520R%2520A%2520M%2520,Gorillaz,259,Gorillaz,https://api.spotify.com/v1/audio-features/2C0KFbb4v9CNWR5c9jWcKC,2C0KFbb4v9CNWR5c9jWcKC,130.084
My%2520Morning%2520Jacket,Compound%2520Fracture,My Morning Jacket,259,My Morning Jacket,https://api.spotify.com/v1/audio-features/2cbt59PL0tmgCsYNbM4PYk,2cbt59PL0tmgCsYNbM4PYk,100.992
SZA,Drew%2520Barrymore,SZA,259,SZA,https://api.spotify.com/v1/audio-features/5L7sgpCZgrcqpgh1xM7r6V,5L7sgpCZgrcqpgh1xM7r6V,NA
Sharon%2520Van%2520Etten,Taking%2520Chances,Sharon Van Etten,259,Sharon Van Etten,https://api.spotify.com/v1/audio-features/4V6OQMf2e6cNnwUiV1zTgE,4V6OQMf2e6cNnwUiV1zTgE,NA
The%2520Decemberists,Severed,The Decemberists,259,The Decemberists,https://api.spotify.com/v1/audio-features/38psZM2gA6UWA7rqqgOjGL,38psZM2gA6UWA7rqqgOjGL,NA
The%2520Head%2520And%2520The%2520Heart,Rhythm%2520And%2520Blues,The Head And The Heart,259,The Head And The Heart,https://api.spotify.com/v1/audio-features/5bAJhDTVCWVScr5Ev4LnB2,5bAJhDTVCWVScr5Ev4LnB2,NA
Vance%2520Joy,Riptide,Vance Joy,259,Vance Joy,https://api.spotify.com/v1/audio-features/3JvrhDOgAt6p7K8mDyZwRd,3JvrhDOgAt6p7K8mDyZwRd,NA
White%2520Denim,I%2520Start%2520To%2520Run,White Denim,259,White Denim,https://api.spotify.com/v1/audio-features/16rA17SnfOP6fGSrq2rAQC,16rA17SnfOP6fGSrq2rAQC,NA
Alt-J,Dissolve%2520Me,Alt-J,258,Alt J,https://api.spotify.com/v1/audio-features/2Dv7PTwSoB17f3VFDIKw8m,2Dv7PTwSoB17f3VFDIKw8m,NA
Deerhunter,Revival,Deerhunter,258,Deerhunter,https://api.spotify.com/v1/audio-features/1k7lK8tjU5BPsXez7WEpg0,1k7lK8tjU5BPsXez7WEpg0,NA
Delta%2520Spirit,Bushwick%2520Blues,Delta Spirit,258,Delta Spirit,https://api.spotify.com/v1/audio-features/3sSonVXqDeoEFj2lM7mpYT,3sSonVXqDeoEFj2lM7mpYT,NA
The%2520Struts,Could%2520Have%2520Been%2520Me,The Struts,258,The Struts,https://api.spotify.com/v1/audio-features/3IyCL4Em1GOpNGDf451Hg1,3IyCL4Em1GOpNGDf451Hg1,NA
White%2520Rabbits,Percussion%2520Gun,White Rabbits,258,White Rabbits,https://api.spotify.com/v1/audio-features/4vpeKl0vMGdAXpZiQB2Dtd,4vpeKl0vMGdAXpZiQB2Dtd,NA
Arcade%2520Fire,City%2520With%2520No%2520Children,Arcade Fire,257,Arcade Fire,https://api.spotify.com/v1/audio-features/1Xi84slp6FryDSCbzq4UCD,1Xi84slp6FryDSCbzq4UCD,NA
Depeche%2520Mode,Where%2520s%2520The%2520Revolution,Depeche Mode,257,Depeche Mode,https://api.spotify.com/v1/audio-features/4wGSg2Qqpt2sGCWuAZj6EN,4wGSg2Qqpt2sGCWuAZj6EN,NA
Frank%2520Ocean,Pink%2520And%2520White,Frank Ocean,257,Frank Ocean,https://api.spotify.com/v1/audio-features/2ZWlPOoWh0626oTaHrnl2a,2ZWlPOoWh0626oTaHrnl2a,NA
JD%2520McPherson,Head%2520Over%2520Heels,JD McPherson,257,JD McPherson,https://api.spotify.com/v1/audio-features/4ly1QBXEwYoDmje9rmEgC4,4ly1QBXEwYoDmje9rmEgC4,NA
Nathaniel%2520Rateliff%2520And%2520The%2520Night%2520Sweats,S%2520O%2520B%2520,Nathaniel Rateliff And The Night Sweats,257,Nathaniel Rateliff And The Night Sweats,https://api.spotify.com/v1/audio-features/1VPUpUwtbpoRVXt0txVU0w,1VPUpUwtbpoRVXt0txVU0w,NA
Sharon%2520Jones%2520And%2520The%2520Dap-Kings,Matter%2520Of%2520Time,Sharon Jones And The Dap-Kings,257,Sharon Jones And The Dap Kings,https://api.spotify.com/v1/audio-features/2fjT0BUWKoHFg17GGPndPD,2fjT0BUWKoHFg17GGPndPD,NA
The%2520Flaming%2520Lips,The%2520Castle,The Flaming Lips,257,The Flaming Lips,https://api.spotify.com/v1/audio-features/2DFRFqWNahKtFD112H2iEZ,2DFRFqWNahKtFD112H2iEZ,NA
Black%2520Joe%2520Lewis%2520And%2520The%2520Honeybears,Sugarfoot,Black Joe Lewis And The Honeybears,256,Black Joe Lewis And The Honeybears,https://api.spotify.com/v1/audio-features/0KD5P1kWT1qXx5SNKcHf7w,0KD5P1kWT1qXx5SNKcHf7w,NA
Fitz%2520And%2520The%2520Tantrums,Hand%2520Clap,Fitz And The Tantrums,256,Fitz And The Tantrums,https://api.spotify.com/v1/audio-features/4qRaZYiaOsSvWC7VgcxrI0,4qRaZYiaOsSvWC7VgcxrI0,NA
J.%2520Roddy%2520Walston%2520And%2520The%2520Business,The%2520Wanting,J. Roddy Walston And The Business,256,J  Roddy Walston And The Business,https://api.spotify.com/v1/audio-features/3hQxK5THW4Hb4YOVLQNYkG,3hQxK5THW4Hb4YOVLQNYkG,NA
Thao%2520with%2520The%2520Get%2520Down%2520Stay%2520Down,When%2520We%2520Swam,Thao with The Get Down Stay Down,256,Thao with The Get Down Stay Down,https://api.spotify.com/v1/audio-features/5q4L6JyoEY3VN5pOSbgjS8,5q4L6JyoEY3VN5pOSbgjS8,NA
Beach%2520House,Other%2520People,Beach House,255,Beach House,https://api.spotify.com/v1/audio-features/7H0ya83CMmgFcOhw0UB6ow,7H0ya83CMmgFcOhw0UB6ow,NA
Brendan%2520Benson,A%2520Whole%2520Lot%2520Better,Brendan Benson,255,Brendan Benson,https://api.spotify.com/v1/audio-features/4c5OXvgTs4j6YQU6j798RS,4c5OXvgTs4j6YQU6j798RS,NA
CHVRCHES,Get%2520Out,CHVRCHES,255,CHVRCHES,https://api.spotify.com/v1/audio-features/2tljkQHsxAunR4yZKKBUF5,2tljkQHsxAunR4yZKKBUF5,NA
Foo%2520Fighters,Walk,Foo Fighters,255,Foo Fighters,https://api.spotify.com/v1/audio-features/76Je5Wklky23mVoxiRszcN,76Je5Wklky23mVoxiRszcN,NA
Glass%2520Animals,Pork%2520Soda,Glass Animals,255,Glass Animals,https://api.spotify.com/v1/audio-features/4vcoNCrTtunmJ9q8srpVly,4vcoNCrTtunmJ9q8srpVly,NA
Muse,Panic%2520Station,Muse,255,Muse,https://api.spotify.com/v1/audio-features/6AHgA7QTtbrXzm9Ftiq9Rg,6AHgA7QTtbrXzm9Ftiq9Rg,NA
Noel%2520Gallagher,The%2520Death%2520Of%2520You%2520And%2520Me,Noel Gallagher,255,Noel Gallagher,https://api.spotify.com/v1/audio-features/5SF89YLcHVCvsrzoIDsqc0,5SF89YLcHVCvsrzoIDsqc0,NA
Regina%2520Spektor,Older%2520And%2520Taller,Regina Spektor,255,Regina Spektor,https://api.spotify.com/v1/audio-features/2n0U2OG5d6TuW5mKx7YrC0,2n0U2OG5d6TuW5mKx7YrC0,NA
Superchunk,What%2520A%2520Time%2520To%2520Be%2520Alive,Superchunk,255,Superchunk,https://api.spotify.com/v1/audio-features/0bdNktKwMzf6d4V5BNK1KN,0bdNktKwMzf6d4V5BNK1KN,NA
The%2520Pines,All%2520The%2520While,The Pines,255,The Pines,https://api.spotify.com/v1/audio-features/5PtUOPlg9luI1XB0j7GQrq,5PtUOPlg9luI1XB0j7GQrq,NA
The%2520XX,I%2520Dare%2520You,The XX,255,The XX,https://api.spotify.com/v1/audio-features/5VfEuwErhx6X4eaPbyBfyu,5VfEuwErhx6X4eaPbyBfyu,NA
Cold%2520War%2520Kids,Audience,Cold War Kids,254,Cold War Kids,https://api.spotify.com/v1/audio-features/3omXshBamrREltcf24gYDC,3omXshBamrREltcf24gYDC,NA
Cults,Abducted,Cults,254,Cults,https://api.spotify.com/v1/audio-features/3Z0qLOS0cqWKPHXkbTXmNF,3Z0qLOS0cqWKPHXkbTXmNF,NA
Edward%2520Sharpe%2520And%2520The%2520Magnetic%2520Zeros,No%2520Love%2520Like%2520Yours,Edward Sharpe And The Magnetic Zeros,254,Edward Sharpe And The Magnetic Zeros,https://api.spotify.com/v1/audio-features/7KWGfnsUU4Ri46TIvjpAPx,7KWGfnsUU4Ri46TIvjpAPx,NA
Haley%2520Bonar,Kismet%2520Kill,Haley Bonar,254,Haley Bonar,https://api.spotify.com/v1/audio-features/5iX39cX01DGPLmdWcvX5lP,5iX39cX01DGPLmdWcvX5lP,NA
Hippo%2520Campus,Violet,Hippo Campus,254,Hippo Campus,https://api.spotify.com/v1/audio-features/6NbLlTH71bOgfTtFVY9HRm,6NbLlTH71bOgfTtFVY9HRm,NA
Calexico,Splitter,Calexico,253,Calexico,https://api.spotify.com/v1/audio-features/75Wj56Mdl96M0rMIPlJXDl,75Wj56Mdl96M0rMIPlJXDl,NA
Snow%2520Patrol,Called%2520Out%2520In%2520The%2520Dark,Snow Patrol,253,Snow Patrol,https://api.spotify.com/v1/audio-features/5EDLYLzDy7O7WQdBYM5udQ,5EDLYLzDy7O7WQdBYM5udQ,NA
Heartless%2520Bastards,Parted%2520Ways,Heartless Bastards,252,Heartless Bastards,https://api.spotify.com/v1/audio-features/17ZnveSDBpG9QtL7zLJNPy,17ZnveSDBpG9QtL7zLJNPy,82.016
John%2520Mark%2520Nelson,Reminisce,John Mark Nelson,252,John Mark Nelson,https://api.spotify.com/v1/audio-features/7ztKcw6ZwY3MiHPSqJkRid,7ztKcw6ZwY3MiHPSqJkRid,NA
"Now,%2520Now",Thread,"Now, Now",252,Now  Now,https://api.spotify.com/v1/audio-features/6q9NCdijVIwIzPwTfKn3zC,6q9NCdijVIwIzPwTfKn3zC,NA
The%2520Smashing%2520Pumpkins,The%2520Celestials,The Smashing Pumpkins,252,The Smashing Pumpkins,https://api.spotify.com/v1/audio-features/5QLHGv0DfpeXLNFo7SFEy1,5QLHGv0DfpeXLNFo7SFEy1,NA
Atmosphere,She%2520s%2520Enough,Atmosphere,251,Atmosphere,https://api.spotify.com/v1/audio-features/6f2CmmgE9LM9MpyF5qJVu9,6f2CmmgE9LM9MpyF5qJVu9,NA
Reigning%2520Sound,North%2520Cackalacky%2520Girl,Reigning Sound,251,Reigning Sound,https://api.spotify.com/v1/audio-features/6ezIwnaFXYJwoe4izQh4EC,6ezIwnaFXYJwoe4izQh4EC,NA
Them%2520Crooked%2520Vultures,New%2520Fang,Them Crooked Vultures,251,Them Crooked Vultures,https://api.spotify.com/v1/audio-features/796trrqG9cqybcRBfIyjUv,796trrqG9cqybcRBfIyjUv,NA
Toro%2520Y%2520Moi,Empty%2520Nesters,Toro Y Moi,251,Toro Y Moi,https://api.spotify.com/v1/audio-features/12zKUrFGCg4t6tjdVgoQXm,12zKUrFGCg4t6tjdVgoQXm,NA
Wilco,Random%2520Name%2520Generator,Wilco,251,Wilco,https://api.spotify.com/v1/audio-features/5JuYLzlxsSewBjO4v9a04U,5JuYLzlxsSewBjO4v9a04U,NA
Arcade%2520Fire,Creature%2520Comfort,Arcade Fire,250,Arcade Fire,https://api.spotify.com/v1/audio-features/1Xi84slp6FryDSCbzq4UCD,1Xi84slp6FryDSCbzq4UCD,NA
Cake,Long%2520Time,Cake,250,Cake,https://api.spotify.com/v1/audio-features/3ZOwmSmQKX4vTK4N6e2GsW,3ZOwmSmQKX4vTK4N6e2GsW,144.966
Charlie%2520Parr,Over%2520The%2520Red%2520Cedar,Charlie Parr,250,Charlie Parr,https://api.spotify.com/v1/audio-features/5xFh8P6jYPwLj2kCfxbmbJ,5xFh8P6jYPwLj2kCfxbmbJ,NA
Dawes,All%2520Your%2520Favorite%2520Bands,Dawes,250,Dawes,https://api.spotify.com/v1/audio-features/0HOvoZ4m0aJp6vY4fVrI51,0HOvoZ4m0aJp6vY4fVrI51,NA
Fitz%2520And%2520The%2520Tantrums,6am,Fitz And The Tantrums,250,Fitz And The Tantrums,https://api.spotify.com/v1/audio-features/2AYEOC02WLhUiOoaig2SEH,2AYEOC02WLhUiOoaig2SEH,NA
Frightened%2520Rabbit,Swim%2520Until%2520You%2520Can%2520t%2520See%2520Land,Frightened Rabbit,250,Frightened Rabbit,https://api.spotify.com/v1/audio-features/01TvwZMbABHX5ZafvBZqVx,01TvwZMbABHX5ZafvBZqVx,NA
Lissie,Don%2520t%2520You%2520Give%2520Up%2520On%2520Me,Lissie,250,Lissie,https://api.spotify.com/v1/audio-features/2K7j4xrQENCi5r3Hii4cVe,2K7j4xrQENCi5r3Hii4cVe,NA
Paolo%2520Nutini,Let%2520Me%2520Down%2520Easy,Paolo Nutini,250,Paolo Nutini,https://api.spotify.com/v1/audio-features/124fPPpfilKedE6GGqVMyv,124fPPpfilKedE6GGqVMyv,NA
Pearl%2520Jam,Just%2520Breathe,Pearl Jam,250,Pearl Jam,https://api.spotify.com/v1/audio-features/6i81qFkru6Kj1IEsB7KNp2,6i81qFkru6Kj1IEsB7KNp2,NA
The%2520Suburbs,Turn%2520The%2520Radio%2520On,The Suburbs,250,The Suburbs,https://api.spotify.com/v1/audio-features/5iItYl3Q6wCnKVfpK1uNVf,5iItYl3Q6wCnKVfpK1uNVf,NA
Barns%2520Courtney,Fire,Barns Courtney,249,Barns Courtney,https://api.spotify.com/v1/audio-features/5w6B0sAH7XauCvMOAtplQj,5w6B0sAH7XauCvMOAtplQj,NA
Billie%2520Joe%2520And%2520Norah,Long%2520Time%2520Gone,Billie Joe And Norah,249,Billie Joe And Norah,https://api.spotify.com/v1/audio-features/0478mQXa11keCCdpWKEKgU,0478mQXa11keCCdpWKEKgU,NA
Feist,Pleasure,Feist,249,Feist,https://api.spotify.com/v1/audio-features/1sDCAgY8s43iyP9wajKWhT,1sDCAgY8s43iyP9wajKWhT,NA
Lucius,The%2520Punisher,Lucius,249,Lucius,https://api.spotify.com/v1/audio-features/29HbMTL672MugzhklYvStz,29HbMTL672MugzhklYvStz,NA
M.I.A.,XXXO,M.I.A.,249,M I A,https://api.spotify.com/v1/audio-features/7pdF27mSDuPWhppnHAmWHa,7pdF27mSDuPWhppnHAmWHa,NA
Manchester%2520Orchestra,The%2520Gold,Manchester Orchestra,249,Manchester Orchestra,https://api.spotify.com/v1/audio-features/3EytfC22ikoXM921cJbejn,3EytfC22ikoXM921cJbejn,180.111
Nathaniel%2520Rateliff%2520And%2520The%2520Night%2520Sweats,A%2520Little%2520Honey,Nathaniel Rateliff And The Night Sweats,249,Nathaniel Rateliff And The Night Sweats,https://api.spotify.com/v1/audio-features/1VPUpUwtbpoRVXt0txVU0w,1VPUpUwtbpoRVXt0txVU0w,NA
Prince,Clouds,Prince,249,Prince,https://api.spotify.com/v1/audio-features/72tw1RsVqQ40i1jcp4bXdj,72tw1RsVqQ40i1jcp4bXdj,90.357
Sufjan%2520Stevens,Should%2520Have%2520Known%2520Better,Sufjan Stevens,249,Sufjan Stevens,https://api.spotify.com/v1/audio-features/73uJybGAhwGRD9MZYrOmTY,73uJybGAhwGRD9MZYrOmTY,NA
Superchunk,Digging%2520For%2520Something,Superchunk,249,Superchunk,https://api.spotify.com/v1/audio-features/0bdNktKwMzf6d4V5BNK1KN,0bdNktKwMzf6d4V5BNK1KN,74.519
The%2520Avett%2520Brothers,Head%2520Full%2520Of%2520Doubt%2520Road%2520Full%2520Of%2520Promise,The Avett Brothers,249,The Avett Brothers,https://api.spotify.com/v1/audio-features/36lV4io8Gc69fDinNaazAg,36lV4io8Gc69fDinNaazAg,153.616
Weezer,King%2520Of%2520The%2520World,Weezer,249,Weezer,https://api.spotify.com/v1/audio-features/2MLHyLy5z5l5YRp7momlgw,2MLHyLy5z5l5YRp7momlgw,NA
Bishop%2520Briggs,River,Bishop Briggs,248,Bishop Briggs,https://api.spotify.com/v1/audio-features/3mRLHiSHYtC8Hk7bzZdUs1,3mRLHiSHYtC8Hk7bzZdUs1,NA
M83,Go%2520,M83,248,M83,https://api.spotify.com/v1/audio-features/1slDsIJxew9AOOA3v0xFzn,1slDsIJxew9AOOA3v0xFzn,135.438
Band%2520Of%2520Horses,Knock%2520Knock,Band Of Horses,247,Band Of Horses,https://api.spotify.com/v1/audio-features/6aHoPULNO7pSL2ZfUY0bU8,6aHoPULNO7pSL2ZfUY0bU8,125.935
Daft%2520Punk,Doin%2520%2520It%2520Right%2520feat%2520%2520Panda%2520Bear,Daft Punk,247,Daft Punk,https://api.spotify.com/v1/audio-features/36c4JohayB9qd64eidQMBi,36c4JohayB9qd64eidQMBi,NA
Dawes,Most%2520People,Dawes,247,Dawes,https://api.spotify.com/v1/audio-features/2bit43ZeiBbbiHUtyWuthM,2bit43ZeiBbbiHUtyWuthM,NA
Dr.%2520Dog,Broken%2520Heart,Dr. Dog,247,Dr  Dog,https://api.spotify.com/v1/audio-features/3ZtiIp8iTVohALZR4Uq8Jt,3ZtiIp8iTVohALZR4Uq8Jt,NA
Feist,Any%2520Party,Feist,247,Feist,https://api.spotify.com/v1/audio-features/2CzWeyC9zlDpIOZPUUKrBW,2CzWeyC9zlDpIOZPUUKrBW,NA
Har%2520Mar%2520Superstar,Tall%2520Boy,Har Mar Superstar,247,Har Mar Superstar,https://api.spotify.com/v1/audio-features/20j7l6tFtc5lynXpbOQg1O,20j7l6tFtc5lynXpbOQg1O,NA
Roma%2520di%2520Luna,Before%2520I%2520Die,Roma di Luna,247,Roma di Luna,https://api.spotify.com/v1/audio-features/0J6sIxiH8kg1gIhIX1nihQ,0J6sIxiH8kg1gIhIX1nihQ,119.985
The%2520Strumbellas,Spirits,The Strumbellas,247,The Strumbellas,https://api.spotify.com/v1/audio-features/1VyiUi0mRnSKgtHa5dBoUd,1VyiUi0mRnSKgtHa5dBoUd,80.529
Black%2520Joe%2520Lewis%2520And%2520The%2520Honeybears,PTP,Black Joe Lewis And The Honeybears,246,Black Joe Lewis And The Honeybears,https://api.spotify.com/v1/audio-features/0gY2iq0xJPRoIB1PScKSw4,0gY2iq0xJPRoIB1PScKSw4,205.57
Brother%2520Ali,Only%2520Life%2520I%2520Know,Brother Ali,246,Brother Ali,https://api.spotify.com/v1/audio-features/5MbXzXGbqobR8xPVPs8OXA,5MbXzXGbqobR8xPVPs8OXA,76.963
Florence%2520And%2520The%2520Machine,You%2520ve%2520Got%2520The%2520Love,Florence And The Machine,246,Florence And The Machine,https://api.spotify.com/v1/audio-features/7H7SHw3YWXhb4zYqyoPNa1,7H7SHw3YWXhb4zYqyoPNa1,174.806
Kendrick%2520Lamar,These%2520Walls,Kendrick Lamar,246,Kendrick Lamar,https://api.spotify.com/v1/audio-features/7uWVT3UkCAZyANvv0bdyQn,7uWVT3UkCAZyANvv0bdyQn,108.005
Of%2520Monsters%2520And%2520Men,Dirty%2520Paws,Of Monsters And Men,246,Of Monsters And Men,https://api.spotify.com/v1/audio-features/5g7rJvWYVrloJZwKiShqlS,5g7rJvWYVrloJZwKiShqlS,111.709
Preservation%2520Hall%2520Jazz%2520Band,Santiago,Preservation Hall Jazz Band,246,Preservation Hall Jazz Band,https://api.spotify.com/v1/audio-features/52Y0BRC2ut635CirrbYq9s,52Y0BRC2ut635CirrbYq9s,128.187
Ryan%2520Adams%2520And%2520The%2520Cardinals,Kisses%2520Start%2520Wars,Ryan Adams And The Cardinals,246,Ryan Adams And The Cardinals,https://api.spotify.com/v1/audio-features/0aLk2Za7r0eGlLOepW2hzL,0aLk2Za7r0eGlLOepW2hzL,92.582
Superorganism,Everybody%2520Wants%2520To%2520Be%2520Famous,Superorganism,246,Superorganism,https://api.spotify.com/v1/audio-features/4BVFVaa1fDo20Ud1q5Gd2N,4BVFVaa1fDo20Ud1q5Gd2N,86.993
Built%2520To%2520Spill,Hindsight,Built To Spill,245,Built To Spill,https://api.spotify.com/v1/audio-features/0EKuLau92C3DfZ2UMYnbvk,0EKuLau92C3DfZ2UMYnbvk,102.21
Danger%2520Mouse%2520And%2520Daniele%2520Luppi,Two%2520Against%2520One%2520feat%2520%2520Jack%2520White,Danger Mouse And Daniele Luppi,245,Danger Mouse And Daniele Luppi,https://api.spotify.com/v1/audio-features/2VHfyWLlvCvbkIqtS5tqt3,2VHfyWLlvCvbkIqtS5tqt3,123.005
Elle%2520King,Under%2520The%2520Influence,Elle King,245,Elle King,https://api.spotify.com/v1/audio-features/5IgjP7X4th6nMNDh4akUHb,5IgjP7X4th6nMNDh4akUHb,116.992
Foo%2520Fighters,Rope,Foo Fighters,245,Foo Fighters,https://api.spotify.com/v1/audio-features/7v0mtl6oInUtHOmTk2b0gC,7v0mtl6oInUtHOmTk2b0gC,138.19
Givers,Up%2520Up%2520Up,Givers,245,Givers,https://api.spotify.com/v1/audio-features/7A3uhvZBmoLzCCFQT14lGU,7A3uhvZBmoLzCCFQT14lGU,111.186
Jane's%2520Addiction,Irresistible%2520Force,Jane's Addiction,245,Jane s Addiction,https://api.spotify.com/v1/audio-features/0D7r6CIGNRvs0IvsDOunZr,0D7r6CIGNRvs0IvsDOunZr,170.501
Jonsi,Boy%2520Lilikoi,Jonsi,245,Jonsi,https://api.spotify.com/v1/audio-features/27NvD7UlbVnSSnkT9VYAjh,27NvD7UlbVnSSnkT9VYAjh,144.903
Joseph,SOS%2520%2520Overboard%2520,Joseph,245,Joseph,https://api.spotify.com/v1/audio-features/4OeXeFN1dxx3LTrjcKGSV9,4OeXeFN1dxx3LTrjcKGSV9,114.968
Ratatat,Neckbrace,Ratatat,245,Ratatat,https://api.spotify.com/v1/audio-features/6iDU7XRi0cxXvUYk3s8OOk,6iDU7XRi0cxXvUYk3s8OOk,120.347
Solid%2520Gold,Get%2520Over%2520It,Solid Gold,245,Solid Gold,https://api.spotify.com/v1/audio-features/0CdWAFsKkBMT8N5z0WIE8y,0CdWAFsKkBMT8N5z0WIE8y,168.596
Adele,River%2520Lea,Adele,244,Adele,https://api.spotify.com/v1/audio-features/3hwu7jZD2TjvWCeHzNlgSE,3hwu7jZD2TjvWCeHzNlgSE,82.378
Dr.%2520Dog,Stranger,Dr. Dog,244,Dr  Dog,https://api.spotify.com/v1/audio-features/10RtSGZV9YgUICMOKdynY0,10RtSGZV9YgUICMOKdynY0,153.937
Haley%2520Bonar,Kill%2520The%2520Fun,Haley Bonar,244,Haley Bonar,https://api.spotify.com/v1/audio-features/28kOpVf1aCgL0LSFfuKV4w,28kOpVf1aCgL0LSFfuKV4w,115.422
NONONO,Pumpin%2520Blood,NONONO,244,NONONO,https://api.spotify.com/v1/audio-features/7ti4qMC7xYQeh1uRzj5XuM,7ti4qMC7xYQeh1uRzj5XuM,118.998
Sonny%2520Knight%2520And%2520The%2520Lakers,Juicy%2520Lucy,Sonny Knight And The Lakers,244,Sonny Knight And The Lakers,https://api.spotify.com/v1/audio-features/5LX7bnBuC13RsSUDtyLQyY,5LX7bnBuC13RsSUDtyLQyY,119.59
Washed%2520Out,Amor%2520Fati,Washed Out,244,Washed Out,https://api.spotify.com/v1/audio-features/2zCm8GoOtiDbUoKbjHEGg1,2zCm8GoOtiDbUoKbjHEGg1,100.957
Nine%2520Inch%2520Nails,Came%2520Back%2520Haunted,Nine Inch Nails,243,Nine Inch Nails,https://api.spotify.com/v1/audio-features/0jem8KSDqhiOoIWIqrJZbI,0jem8KSDqhiOoIWIqrJZbI,130.025
Spoon,Got%2520Nuffin,Spoon,243,Spoon,https://api.spotify.com/v1/audio-features/0n2tnCMIlM8Z58NPdXzlQe,0n2tnCMIlM8Z58NPdXzlQe,143.911
Death%2520From%2520Above%25201979,Trainwreck%25201979,Death From Above 1979,242,Death From Above 1979,https://api.spotify.com/v1/audio-features/6uhtKcSdQMFpnX8Gj3QBxF,6uhtKcSdQMFpnX8Gj3QBxF,138.022
Foster%2520The%2520People,Helena%2520Beat,Foster The People,242,Foster The People,https://api.spotify.com/v1/audio-features/0Tx8txKvoiVcY3ujUGblGx,0Tx8txKvoiVcY3ujUGblGx,127.008
Iron%2520And%2520Wine,Call%2520It%2520Dreaming,Iron And Wine,242,Iron And Wine,https://api.spotify.com/v1/audio-features/1MxHIIzcTeFnaNsDGY3pfj,1MxHIIzcTeFnaNsDGY3pfj,79.989
Janelle%2520Monae,Make%2520Me%2520Feel,Janelle Monae,242,Janelle Monae,https://api.spotify.com/v1/audio-features/5OhG7shUD0xgQMirbRAipe,5OhG7shUD0xgQMirbRAipe,118.958
Strange%2520Names,Potential%2520Wife,Strange Names,242,Strange Names,https://api.spotify.com/v1/audio-features/2bPWLtJe3v33z1j40sWB8a,2bPWLtJe3v33z1j40sWB8a,70.453
The%2520Chemical%2520Brothers,Wide%2520Open%2520feat%2520%2520Beck,The Chemical Brothers,242,The Chemical Brothers,https://api.spotify.com/v1/audio-features/7kXmJwrZGIhDaLT9sNo3ut,7kXmJwrZGIhDaLT9sNo3ut,127.001
The%2520XX,Say%2520Something%2520Loving,The XX,242,The XX,https://api.spotify.com/v1/audio-features/2C5YDhSJqLFCHrymIBzNSg,2C5YDhSJqLFCHrymIBzNSg,130.081
The%2520Shins,Name%2520For%2520You,The Shins,241,The Shins,https://api.spotify.com/v1/audio-features/5RcjIb8nes7PboYuKWAvnw,5RcjIb8nes7PboYuKWAvnw,118.023
Bahamas,Caught%2520Me%2520Thinking,Bahamas,240,Bahamas,https://api.spotify.com/v1/audio-features/3labT48xWDOOR5dWUUPCkk,3labT48xWDOOR5dWUUPCkk,118.429
Black%2520Joe%2520Lewis%2520And%2520The%2520Honeybears,Booty%2520City,Black Joe Lewis And The Honeybears,240,Black Joe Lewis And The Honeybears,https://api.spotify.com/v1/audio-features/0gY2iq0xJPRoIB1PScKSw4,0gY2iq0xJPRoIB1PScKSw4,205.57
Coldplay,Adventure%2520Of%2520A%2520Lifetime,Coldplay,240,Coldplay,https://api.spotify.com/v1/audio-features/69uxyAqqPIsUyTO8txoP2M,69uxyAqqPIsUyTO8txoP2M,111.995
Holy%2520White%2520Hounds,Switchblade,Holy White Hounds,240,Holy White Hounds,https://api.spotify.com/v1/audio-features/3YdbOLP4xAfRqXxNPRKQro,3YdbOLP4xAfRqXxNPRKQro,124.857
